KO_ID	P1	P2	P3	P4	I1	I2	I3	I4
K12679	0	0	0	0	0	0	0	0
K12691	0	0	0	0	0	0	0	0
K12692	0	0	0	0	0	0	0	0
K12693	0	0	0	0	0	0	0	0
K12694	0	0	0	0	0	0	0	0
K12695	0	0	0	0	0	0	0	0
K12696	0	0	0	0	0	0	0	0
K12697	0	0	0	0	0	0	0	0
K12698	0	0	0	0	0	0	0	0
K12699	0	0	0	0	0	0	0	0
K12701	0	0	0	0	0	0	0	0
K12702	0	0	0	0	0	0	0	0
K12703	0	0	0	0	0	0	0	0
K12704	0	0	0	0	0	0	0	0
K12705	0	0	0	0	0	0	0	0
K12706	0	0	0	0	0	0	0	0
K12707	0	0	0	0	0	0	0	0
K12708	0	0	0	0	0	0	0	0
K12709	0	0	0	0	0	0	0	0
K12710	0	0	0	0	0	0	0	0
K12711	0	0	0	0	0	0	0	0
K12712	0	0	0	0	0	0	0	0
K12713	0	0	0	0	0	0	0	0
K12714	0	0	0	0	0	0	0	0
K12715	0	0	0	0	0	0	0	0
K12716	0	0	0	0	0	0	0	0
K12717	0	0	0	0	0	0	0	0
K12718	0	0	0	0	0	0	0	0
K12719	0	0	0	0	0	0	0	0
K12720	0	0	0	0	0	0	0	0
K12721	0	0	0	0	0	0	0	0
K12722	0	0	0	0	0	0	0	0
K12723	0	0	0	0	0	0	0	0
K12724	0	0	0	0	0	0	0	0
K12725	0	0	0	0	0	0	0	0
K12726	0	0	0	0	0	0	0	0
K12727	0	0	0	0	0	0	0	0
K12728	0	0	0	0	0	0	0	0
K12729	0	0	0	0	0	0	0	0
K12730	0	0	0	0	0	0	0	0
K12731	0	0	0	0	0	0	0	0
K12732	0	0	0	0	0	0	0	0
K12733	2	15	9	14	16	14	2	1
K12741	1	2	2	2	0	2	1	0
K12742	0	0	0	0	0	0	0	0
K12743	0	0	0	0	0	0	0	0
K12744	0	0	0	0	0	0	0	0
K12745	0	0	0	0	0	0	0	0
K12746	0	0	0	0	0	0	0	0
K12747	0	0	0	0	0	0	0	0
K12748	0	0	0	0	0	0	0	0
K12749	0	0	0	0	0	0	0	0
K12751	0	0	0	0	0	0	0	0
K12753	0	0	0	0	0	0	0	0
K12754	0	0	0	0	0	0	0	0
K12755	0	0	0	0	0	0	0	0
K12756	0	0	0	0	0	0	0	0
K12757	0	0	0	0	0	0	0	0
K12758	0	0	0	0	0	0	0	0
K12760	0	0	0	0	0	0	0	0
K12761	0	0	0	0	0	0	0	0
K12762	0	0	0	0	0	0	0	0
K12763	0	0	0	0	0	0	0	0
K12764	0	0	0	0	0	0	0	0
K12765	0	0	0	0	0	0	0	0
K12766	0	0	0	0	0	0	0	0
K12767	0	0	0	0	0	0	0	0
K12768	0	0	0	0	0	0	0	0
K12769	0	0	0	0	0	0	0	0
K12770	0	0	0	0	0	0	0	0
K12771	0	0	0	0	0	0	0	0
K12772	0	0	0	0	0	0	0	0
K12773	0	0	0	0	0	0	0	0
K12774	0	0	0	0	0	0	0	0
K12775	0	0	0	0	0	0	0	0
K12776	0	0	0	0	0	0	0	0
K12777	0	0	0	0	0	0	0	0
K12778	0	0	0	0	0	0	0	0
K12779	0	0	0	0	0	0	0	0
K12780	0	0	0	0	0	0	0	0
K12781	0	0	0	0	0	0	0	0
K12782	0	0	0	0	0	0	0	0
K12783	0	0	0	0	0	0	0	0
K12784	0	0	0	0	0	0	0	0
K12785	0	0	0	0	0	0	0	0
K12786	0	0	0	0	0	0	0	0
K12787	0	0	0	0	0	0	0	0
K12788	0	0	0	0	0	0	0	0
K12789	0	0	0	0	0	0	0	0
K12790	0	0	2	1	1	0	1	0
K12791	0	0	0	0	0	0	0	0
K12792	0	0	0	0	0	0	0	0
K12793	0	0	0	0	0	0	0	0
K12794	0	0	0	0	0	0	0	0
K12795	0	0	0	0	0	0	0	0
K12796	0	0	0	0	0	0	0	0
K12797	0	0	0	0	0	0	0	0
K12798	0	0	0	0	0	0	0	0
K12799	0	0	0	0	0	0	0	0
K12800	0	0	0	0	0	0	0	0
K12801	0	0	0	0	0	0	0	0
K12802	0	0	0	0	0	0	0	0
K12803	0	0	0	0	0	0	0	0
K12804	0	0	0	0	0	0	0	0
K12805	0	0	0	0	0	0	0	0
K12806	0	0	0	0	0	0	0	0
K12807	0	0	0	0	0	0	0	0
K12809	0	0	0	0	0	0	0	0
K12810	0	0	0	0	0	0	0	0
K12811	0	0	1	0	1	0	0	0
K12812	0	0	0	0	0	0	0	0
K12813	0	0	0	0	0	0	0	0
K12814	0	0	0	0	0	0	0	0
K12815	0	0	0	0	0	0	0	0
K12816	0	0	0	0	0	0	0	0
K12817	0	0	0	0	0	0	0	0
K12818	0	0	0	0	0	0	0	0
K12819	0	0	0	0	0	0	0	0
K12820	0	0	0	0	0	0	0	0
K12821	0	0	0	0	1	1	0	0
K12822	0	0	0	0	0	0	0	0
K12823	0	0	1	1	0	1	0	0
K12824	0	0	0	0	0	0	1	0
K12825	0	0	0	0	0	0	0	0
K12826	0	0	0	0	0	0	0	0
K12827	0	0	0	0	0	0	0	0
K12828	0	0	0	0	0	0	0	0
K12829	0	0	0	0	0	0	0	0
K12830	0	0	0	0	0	0	0	0
K12831	0	0	0	0	0	0	0	0
K12832	0	0	0	0	0	0	0	0
K12833	0	0	0	0	0	0	0	0
K12834	0	0	0	0	0	0	0	0
K12835	0	1	0	0	0	0	0	0
K12836	0	0	0	0	0	0	0	0
K12837	0	0	0	0	0	0	0	0
K12838	0	0	0	0	0	0	0	0
K12839	0	0	0	0	0	0	0	0
K12840	0	0	0	0	0	0	0	0
K12841	0	0	0	0	0	0	0	0
K12842	0	0	0	0	1	1	0	0
K12843	0	0	0	0	0	0	0	0
K12844	0	0	0	0	0	0	0	0
K12845	0	0	0	0	0	0	0	0
K12846	0	0	0	0	0	0	0	0
K12847	0	0	0	0	0	0	0	0
K12848	0	0	0	0	0	0	0	0
K12849	0	0	0	0	0	0	0	0
K12850	0	0	0	0	0	0	0	0
K12851	0	0	0	0	0	0	0	0
K12852	0	0	0	0	0	0	0	0
K12853	0	0	0	0	0	0	0	0
K12854	0	0	0	0	0	1	0	0
K12855	0	0	0	0	0	0	0	0
K12856	0	0	0	0	0	0	0	0
K12857	0	0	0	0	0	0	0	0
K12858	0	0	0	0	1	0	0	0
K12859	0	0	0	0	0	0	0	0
K12860	0	0	0	0	0	0	0	0
K12861	0	0	0	0	0	0	0	0
K12862	0	0	0	0	0	0	0	0
K12863	0	0	0	0	0	0	0	0
K12864	0	0	0	0	0	0	0	0
K12865	0	0	0	0	0	0	0	0
K12866	0	0	1	0	1	0	1	0
K12867	0	0	0	0	0	0	0	0
K12868	0	0	0	0	0	0	0	0
K12869	0	0	0	0	0	0	0	0
K12870	0	0	0	0	0	0	0	0
K12871	0	0	0	0	0	0	0	0
K12872	0	0	0	0	0	0	0	0
K12873	0	0	0	0	0	0	0	0
K12874	0	0	0	0	0	0	0	0
K12875	0	0	0	0	0	0	0	0
K12876	0	0	0	0	0	0	0	0
K12877	0	0	0	0	0	0	0	0
K12878	0	0	0	0	0	0	0	0
K12879	0	0	0	0	2	0	0	0
K12880	0	0	0	0	0	0	0	0
K12881	0	0	0	0	0	0	0	0
K12882	0	0	0	0	0	0	0	0
K12883	0	0	0	0	0	0	0	0
K12884	0	0	0	0	0	0	0	0
K12885	0	0	0	0	0	0	0	0
K12886	0	0	0	0	0	0	1	0
K12887	0	0	0	0	1	0	0	0
K12888	0	0	0	0	0	0	0	0
K12889	0	0	0	0	0	0	0	0
K12890	0	3	1	1	2	2	0	1
K12891	0	0	0	0	0	1	0	0
K12892	0	0	0	0	0	0	0	0
K12893	0	1	0	0	0	2	0	0
K12896	0	0	0	0	0	1	0	0
K12897	0	1	0	0	0	0	0	0
K12900	0	0	0	0	0	0	0	0
K12901	0	0	0	0	0	0	0	0
K12902	0	0	0	0	0	0	0	0
K12903	0	0	0	0	0	0	0	0
K12904	0	0	0	0	0	0	0	0
K12905	0	0	0	0	0	0	0	0
K12906	0	0	0	0	0	0	0	0
K12907	1	6	5	5	4	4	4	0
K12908	0	1	0	2	0	1	0	0
K12909	0	0	0	0	0	0	0	0
K12910	0	0	0	0	0	0	0	0
K12911	0	0	0	0	0	0	0	0
K12912	0	0	0	0	0	0	0	0
K12913	0	0	0	0	0	0	0	0
K12914	0	0	0	0	0	0	0	0
K12915	1	6	5	4	7	6	2	2
K12917	0	0	0	0	0	0	0	0
K12918	0	0	0	0	0	0	0	0
K12919	0	0	0	0	0	0	0	0
K12920	0	0	0	0	0	0	0	0
K12921	0	0	0	0	0	0	0	0
K12922	0	0	0	0	0	0	0	0
K12923	0	0	0	0	0	0	0	0
K12924	0	0	0	0	0	0	0	0
K12925	0	0	0	0	0	0	0	0
K12926	0	0	0	0	0	0	0	0
K12927	0	0	0	0	0	0	0	0
K12928	0	0	0	0	0	0	0	0
K12929	0	0	0	0	0	0	0	0
K12930	0	0	0	0	0	0	0	0
K12931	0	0	0	0	0	0	0	0
K12932	0	0	0	0	0	0	0	0
K12933	0	0	0	0	0	0	0	0
K12934	0	0	0	0	0	0	0	0
K12935	0	0	0	0	0	0	0	0
K12936	0	0	0	0	0	0	0	0
K12937	0	0	0	0	0	0	0	0
K12938	0	0	0	0	0	0	0	0
K12939	0	0	0	0	0	0	0	0
K12946	0	0	0	0	0	0	0	0
K12947	0	0	0	0	0	0	0	0
K12948	0	0	0	0	0	0	0	0
K12958	0	0	0	0	0	0	0	0
K12959	0	0	0	0	0	0	0	0
K12964	0	0	0	0	0	0	0	0
K12965	0	0	0	0	0	0	0	0
K12966	0	0	0	0	0	0	0	0
K12967	0	0	0	0	0	0	0	0
K12968	0	0	0	0	0	0	0	0
K12969	0	0	0	0	0	0	0	0
K12970	0	0	0	0	0	0	0	0
K12971	0	0	0	0	0	0	0	0
K12972	0	57	24	42	45	33	15	9
K13025	0	0	0	0	0	0	0	0
K13027	0	0	0	0	0	0	0	0
K13028	0	2	2	1	2	1	1	0
K13029	0	0	0	0	0	0	0	0
K13030	0	0	0	0	0	0	0	0
K13031	0	0	0	0	0	0	0	0
K13032	0	0	0	0	0	0	0	0
K13033	0	0	0	0	0	0	0	0
K13034	0	0	0	0	0	0	0	0
K13035	0	0	0	0	0	0	0	0
K13036	0	0	0	0	0	0	0	0
K13038	2	72	44	42	56	36	37	9
K13039	1	18	14	11	15	12	12	3
K13040	2	11	7	4	8	7	7	2
K13041	1	9	9	2	8	7	4	1
K13043	1	7	4	4	6	9	1	1
K13054	0	0	0	0	0	0	0	0
K13055	0	0	0	0	0	0	0	0
K13056	0	0	0	0	0	0	0	0
K13064	0	0	0	0	0	0	0	0
K13065	0	0	0	0	0	0	0	0
K13066	0	0	0	0	0	0	0	0
K13067	0	0	0	0	0	0	0	0
K13068	0	0	0	0	0	0	0	0
K13070	0	0	0	0	0	0	0	0
K13071	0	0	0	0	0	0	0	0
K13072	0	0	0	0	0	0	0	0
K13073	0	0	0	0	0	0	0	0
K13077	0	0	0	0	0	0	0	0
K13078	0	0	0	0	0	0	0	0
K13079	0	0	0	0	0	0	0	0
K13080	0	0	0	0	0	0	0	0
K13081	0	0	0	0	0	0	0	0
K13082	0	0	0	0	0	0	0	0
K13083	0	0	0	0	0	0	0	0
K13085	0	0	0	0	0	0	0	0
K13114	0	0	0	0	0	0	0	0
K13126	0	12	3	6	6	9	0	0
K13129	0	0	0	0	0	0	0	0
K13130	0	0	0	0	0	0	0	0
K13131	0	0	0	0	0	0	0	0
K13132	0	0	0	0	0	0	0	0
K13133	0	0	0	0	0	0	0	0
K13134	0	0	0	0	0	0	0	0
K13135	0	0	0	0	0	0	0	0
K13136	0	0	0	0	0	0	0	0
K13137	0	0	0	0	0	0	0	0
K13151	0	0	0	0	0	0	0	0
K13171	0	6	0	2	2	6	0	0
K13174	0	0	0	0	0	0	0	0
K13175	0	0	0	0	0	0	0	0
K13176	0	0	0	0	0	0	0	0
K13222	0	0	0	0	0	0	0	0
K13223	0	0	0	0	0	0	0	0
K13224	0	0	0	0	0	0	0	0
K13225	0	0	0	0	0	0	0	0
K13226	0	0	0	0	0	0	0	0
K13227	0	0	0	0	0	0	0	0
K13228	0	0	0	0	0	0	0	0
K13229	0	0	0	0	0	0	0	0
K13230	0	0	0	0	0	0	0	0
K13231	0	0	0	0	0	0	0	0
K13232	0	1	0	0	0	0	0	0
K13233	0	0	0	0	0	0	0	0
K13234	0	0	0	0	0	0	0	0
K13235	0	0	0	0	0	0	0	0
K13237	1	2	1	2	1	1	0	0
K13238	2	10	8	2	5	4	2	0
K13239	0	0	0	0	0	0	0	0
K13240	0	0	0	0	0	0	0	0
K13241	0	0	0	0	0	0	0	0
K13242	0	0	0	0	0	0	0	0
K13245	0	0	0	0	0	0	0	0
K13247	0	0	0	0	0	0	0	0
K13248	0	0	0	0	0	0	0	0
K13249	0	0	0	0	0	0	0	0
K13250	0	0	0	0	0	0	0	0
K13251	0	0	0	0	0	0	0	0
K13253	0	0	0	0	0	0	0	0
K13257	0	0	0	0	0	0	0	0
K13258	0	0	0	0	0	0	0	0
K13259	0	0	0	0	0	0	0	0
K13260	0	0	0	0	0	0	0	0
K13261	0	0	0	0	0	0	0	0
K13262	0	0	0	0	0	0	0	0
K13263	0	0	0	0	0	0	0	0
K13264	0	0	0	0	0	0	0	0
K13265	0	0	0	0	0	0	0	0
K13266	0	0	0	0	0	0	0	0
K13267	0	0	0	0	0	0	0	0
K13268	0	0	0	0	0	0	0	0
K13269	0	0	0	0	0	0	0	0
K13270	0	0	0	0	0	0	0	0
K13271	0	0	0	0	0	0	0	0
K13272	0	0	0	0	0	0	0	0
K13273	0	0	0	0	0	0	0	0
K13279	0	0	2	0	0	0	0	0
K13280	2	14	14	11	12	9	7	1
K13284	0	0	0	0	0	0	0	0
K13285	0	0	0	0	0	0	0	0
K13286	0	0	0	0	0	0	0	0
K13287	0	0	0	0	0	0	0	0
K13288	4	19	14	8	12	5	2	1
K13289	0	0	0	0	0	0	0	0
K13293	0	0	0	0	0	0	0	0
K13294	0	0	0	0	0	0	0	0
K13296	0	0	0	0	0	0	0	0
K13298	0	0	0	0	0	0	0	0
K13299	0	0	0	0	0	0	0	0
K13301	0	0	0	0	0	0	0	0
K13302	0	0	0	0	0	0	0	0
K13305	0	0	0	0	0	0	0	0
K13306	0	0	0	0	0	0	0	0
K13307	0	2	0	0	1	0	1	0
K13308	1	8	4	1	4	2	3	0
K13309	0	0	0	0	0	0	0	0
K13310	1	10	6	5	3	5	0	0
K13311	0	1	0	0	1	0	1	0
K13312	0	4	1	1	1	2	0	0
K13313	3	15	8	7	9	13	6	0
K13314	0	0	0	0	0	0	0	0
K13315	0	3	2	1	5	4	2	0
K13316	0	0	0	0	0	0	0	0
K13317	0	0	0	0	0	0	0	0
K13318	0	0	0	0	0	0	0	0
K13319	0	0	0	0	0	0	0	0
K13320	0	0	0	0	0	0	0	0
K13321	0	0	0	0	0	0	0	0
K13322	0	0	0	0	0	0	0	0
K13323	0	0	0	0	0	0	0	0
K13324	0	0	0	0	0	0	0	0
K13325	0	0	0	0	0	0	0	0
K13326	0	0	0	0	0	0	0	0
K13327	0	16	6	11	13	7	2	2
K13328	3	2	1	0	2	2	0	0
K13329	0	0	1	0	2	0	0	0
K13330	0	2	0	0	0	0	0	0
K13331	0	0	0	0	0	0	0	0
K13332	0	0	0	0	0	0	0	0
K13333	0	0	0	0	0	0	0	0
K13335	0	0	0	0	0	0	0	0
K13336	0	0	0	0	0	0	0	0
K13337	0	0	0	0	0	0	0	0
K13338	0	0	0	0	0	0	0	0
K13339	0	0	0	0	0	0	0	0
K13340	0	0	0	0	0	0	0	0
K13341	0	0	0	0	0	0	0	0
K13342	0	0	0	0	0	0	0	0
K13343	0	0	0	0	0	0	0	0
K13344	0	0	0	0	0	0	0	0
K13345	0	0	0	0	0	0	0	0
K13346	0	0	0	0	0	0	0	0
K13347	0	0	0	0	0	0	0	0
K13348	0	0	0	0	0	0	0	0
K13349	0	0	0	0	0	0	0	0
K13350	0	0	0	0	0	0	0	0
K13351	0	0	0	0	0	0	0	0
K13352	0	0	0	0	0	0	0	0
K13353	0	0	0	0	0	0	0	0
K13354	0	0	0	0	0	0	0	0
K13355	0	0	0	0	0	0	0	0
K13356	0	4	1	0	0	1	0	0
K13358	0	0	0	0	0	0	0	0
K13359	0	0	0	0	0	0	0	0
K13367	0	0	0	0	0	0	0	0
K13368	0	0	0	0	0	0	0	0
K13369	0	1	1	1	1	1	1	0
K13370	0	3	0	2	1	1	1	0
K13371	0	0	0	0	0	0	0	0
K13372	0	0	0	0	0	0	0	0
K13373	0	0	0	0	0	0	0	0
K13375	0	0	0	0	0	0	0	0
K13376	0	0	0	0	0	0	0	0
K13377	0	0	0	0	0	0	0	0
K13378	6	43	35	21	38	25	20	9
K13380	0	1	3	0	3	0	1	1
K13381	0	0	1	2	0	0	0	0
K13382	0	0	0	0	0	0	0	0
K13383	0	0	0	0	0	0	0	0
K13384	0	0	0	0	0	0	0	0
K13385	0	0	0	0	0	0	0	0
K13386	0	0	0	0	0	0	0	0
K13387	0	0	0	0	0	0	0	0
K13388	0	0	0	0	0	0	0	0
K13389	0	0	0	0	0	0	0	0
K13390	0	0	0	0	0	0	0	0
K13391	0	0	0	0	0	0	0	0
K13392	0	0	0	0	0	0	0	0
K13393	0	0	0	0	0	0	0	0
K13394	0	0	0	0	0	0	0	0
K13395	0	0	0	0	0	0	0	0
K13396	0	0	0	0	0	0	0	0
K13397	0	0	0	0	0	0	0	0
K13398	0	0	0	0	0	0	0	0
K13399	0	0	0	0	0	0	0	0
K13400	0	0	0	0	0	0	0	0
K13401	0	0	0	0	0	0	0	0
K13402	0	0	0	0	0	0	0	0
K13403	0	0	0	0	0	0	0	0
K13408	0	9	3	4	2	2	2	0
K13409	0	10	4	1	1	3	4	0
K13410	0	0	0	0	0	0	0	0
K13412	0	0	0	0	0	0	0	0
K13413	0	0	0	0	0	0	0	0
K13414	0	0	0	0	0	0	0	0
K13415	0	0	0	0	0	0	0	0
K13416	0	0	0	0	0	0	0	0
K13417	0	0	0	0	0	0	0	0
K13420	0	1	0	0	0	0	0	0
K13421	6	22	18	20	26	24	6	4
K13422	0	0	0	0	0	0	0	0
K13423	0	0	0	0	0	0	0	0
K13424	0	0	0	0	0	0	0	0
K13425	0	0	0	0	0	0	0	0
K13426	0	0	0	0	0	0	0	0
K13427	0	0	0	0	0	0	0	0
K13428	0	0	0	0	0	0	0	0
K13429	0	0	0	0	0	0	0	0
K13430	0	0	0	0	0	0	0	0
K13431	0	0	0	0	0	0	0	0
K13432	0	0	0	0	0	0	0	0
K13433	0	0	0	0	0	0	0	0
K13434	0	0	0	0	0	0	0	0
K13435	0	0	0	0	0	0	0	0
K13436	0	0	0	0	0	0	0	0
K13437	0	0	0	0	0	0	0	0
K13439	0	0	0	0	0	0	0	0
K13440	0	0	0	0	0	0	0	0
K13441	0	0	0	0	0	0	0	0
K13443	0	0	0	0	0	0	0	0
K13444	0	29	12	4	29	22	11	0
K13445	0	0	0	0	0	0	0	0
K13446	0	0	0	0	0	0	0	0
K13447	0	0	0	0	0	0	0	0
K13448	0	0	0	0	0	0	0	0
K13449	0	0	0	0	0	0	0	0
K13450	0	0	0	0	0	0	0	0
K13451	0	0	0	0	0	0	0	0
K13452	0	0	0	0	0	0	0	0
K13453	0	0	0	0	0	0	0	0
K13454	0	0	0	0	0	0	0	0
K13455	0	0	0	0	0	0	0	0
K13456	0	0	0	0	0	0	0	0
K13457	0	0	0	0	0	0	0	0
K13458	0	0	0	0	0	0	0	0
K13459	0	0	0	0	0	0	0	0
K13460	0	0	0	0	0	0	0	0
K13461	0	0	0	0	0	0	0	0
K13462	0	0	0	0	0	0	0	0
K13463	0	0	0	0	0	0	0	0
K13464	0	0	0	0	0	0	0	0
K13465	0	0	0	0	0	0	0	0
K13466	0	0	0	0	0	0	0	0
K13467	0	0	0	0	0	0	0	0
K13468	0	0	0	0	0	0	0	0
K13469	0	0	0	0	0	0	0	0
K13470	0	0	0	0	0	0	0	0
K13471	0	0	0	0	0	0	0	0
K13472	0	2	3	1	5	4	0	0
K13473	0	0	0	0	0	0	0	0
K13474	0	0	0	0	0	0	0	0
K13475	0	0	0	0	0	0	0	0
K13476	0	0	0	0	0	0	0	0
K13477	0	0	0	0	0	0	0	0
K13478	0	0	0	0	0	0	0	0
K13479	4	21	11	15	20	18	13	4
K13480	1	25	13	19	22	16	8	3
K13481	2	17	11	11	16	15	8	2
K13482	4	14	10	14	16	11	8	2
K13483	7	95	55	68	78	57	47	15
K13484	0	0	0	0	0	1	0	0
K13485	0	11	6	5	7	7	5	1
K13486	1	5	1	1	0	1	3	1
K13487	3	2	1	0	0	2	0	0
K13488	1	1	0	0	0	0	0	0
K13489	1	23	15	12	22	24	7	2
K13490	2	27	16	15	26	27	9	2
K13491	1	5	5	6	1	0	0	0
K13492	0	0	0	0	0	0	0	0
K13493	0	0	0	0	0	0	0	0
K13494	0	0	0	0	0	0	0	0
K13495	0	0	0	0	0	0	0	0
K13497	5	30	23	28	37	23	11	5
K13498	6	53	39	34	44	41	15	4
K13499	0	0	0	0	0	0	0	0
K13500	0	1	2	0	1	3	0	0
K13501	0	0	0	0	0	0	0	0
K13502	0	0	0	0	0	0	0	0
K13503	1	36	28	18	30	25	8	4
K13504	0	0	0	0	0	0	0	0
K13505	0	0	0	0	0	0	0	0
K13506	0	0	0	0	0	0	0	0
K13507	0	0	0	0	0	0	0	0
K13508	0	0	0	0	0	0	0	0
K13509	0	3	3	0	3	0	0	0
K13510	0	0	0	0	0	0	0	0
K13511	0	0	0	0	0	0	0	0
K13512	0	0	0	0	0	0	0	0
K13513	0	0	0	0	0	0	0	0
K13514	0	0	0	0	0	0	0	0
K13515	0	0	0	0	0	0	0	0
K13516	0	0	0	0	0	0	0	0
K13517	0	0	0	0	0	0	0	0
K13519	0	0	0	0	0	0	0	0
K13522	2	8	8	8	10	8	5	1
K13523	0	0	0	0	0	0	0	0
K13524	5	50	25	10	30	20	15	10
K13525	2	2	2	4	8	5	9	1
K13527	1	12	7	6	14	4	4	0
K13532	2	18	22	8	15	13	5	0
K13533	3	20	26	10	23	14	6	1
K13534	0	0	0	0	0	0	0	0
K13535	0	0	0	0	0	0	0	0
K13536	0	0	0	0	0	0	0	0
K13537	0	0	0	0	0	0	0	0
K13540	0	9	6	7	10	7	1	1
K13541	0	8	6	4	8	4	0	1
K13542	11	93	58	52	86	70	30	10
K13543	4	15	9	6	6	6	2	2
K13544	0	0	0	0	0	0	0	0
K13545	0	0	0	0	0	0	0	0
K13546	0	0	0	0	0	0	0	0
K13547	0	0	0	0	0	0	0	0
K13548	0	0	0	0	0	0	0	0
K13549	0	0	0	0	0	0	0	0
K13550	0	0	0	0	0	0	0	0
K13551	0	0	0	0	0	0	0	0
K13552	0	0	0	0	0	0	0	0
K13553	0	0	0	0	0	0	0	0
K13554	0	0	0	0	0	0	0	0
K13555	0	0	0	0	0	0	0	0
K13556	0	0	0	0	0	0	0	0
K13557	0	0	0	0	0	0	0	0
K13558	0	0	0	0	0	0	0	0
K13559	0	0	0	0	0	0	0	0
K13560	0	0	0	0	0	0	0	0
K13561	0	0	0	0	0	0	0	0
K13562	0	0	0	0	0	0	0	0
K13563	0	0	0	0	0	0	0	0
K13564	0	0	0	0	0	0	0	0
K13565	0	0	0	0	0	0	0	0
K13566	0	0	0	0	0	0	0	0
K13567	0	0	0	0	0	0	0	0
K13575	0	0	0	0	0	0	0	0
K13576	0	0	0	0	0	0	0	0
K13577	0	0	0	0	0	0	0	0
K13578	0	0	0	0	0	0	0	0
K13581	2	9	11	6	11	8	2	0
K13582	4	31	26	27	33	29	9	3
K13583	1	8	7	11	14	10	11	2
K13584	2	18	16	30	30	22	14	4
K13585	0	0	0	0	0	0	0	0
K13586	0	0	0	0	0	0	0	0
K13587	30	248	166	156	258	230	78	20
K13588	0	12	6	14	18	10	8	2
K13589	2	16	4	18	18	6	8	4
K13590	2	33	15	10	27	16	9	2
K13591	0	2	0	1	1	3	0	0
K13592	0	4	4	6	10	5	3	0
K13593	0	7	4	3	6	4	3	1
K13596	0	0	0	0	0	0	0	0
K13598	4	56	39	26	50	42	18	9
K13599	4	65	38	22	55	49	16	8
K13600	0	0	0	0	0	0	0	0
K13601	0	1	2	1	6	1	2	0
K13602	0	16	7	6	14	9	3	1
K13603	0	0	0	0	0	0	0	0
K13604	0	0	0	0	0	0	0	0
K13605	0	0	0	0	0	0	0	0
K13606	0	1	1	1	1	1	0	0
K13607	0	8	3	6	6	1	2	1
K13608	0	0	0	0	0	0	0	0
K13609	0	22	6	12	22	18	10	2
K13610	0	0	0	0	0	0	0	0
K13621	0	1	1	1	0	0	2	0
K13622	1	3	2	6	4	2	1	1
K13623	0	4	1	4	5	0	1	0
K13624	0	0	0	0	0	0	0	0
K13625	0	0	0	0	0	0	0	0
K13627	0	0	0	0	0	0	0	0
K13644	0	0	0	0	0	0	0	0
K13645	0	0	0	0	0	0	0	0
K13646	0	0	0	0	0	0	0	0
K13647	0	0	0	1	0	0	0	0
K13648	0	0	0	0	0	0	0	0
K13649	0	0	0	0	0	0	0	0
K13667	0	0	0	0	0	0	0	0
K13675	0	0	0	0	0	0	0	0
K13676	0	0	0	0	0	0	0	0
K13708	0	0	0	0	0	0	0	0
K13709	0	0	0	0	0	0	0	0
K13710	0	0	0	0	0	0	0	0
K13711	0	0	0	0	0	0	0	0
K13712	0	0	0	0	0	0	0	0
K13713	3	23	16	20	14	10	10	1
K13719	0	0	0	0	0	0	0	0
K13728	0	0	0	0	0	0	0	0
K13729	0	0	0	0	0	0	0	0
K13730	1	64	42	28	76	54	18	8
K13731	0	1	1	0	2	1	0	0
K13732	0	0	0	0	0	0	0	0
K13733	0	0	0	0	0	0	0	0
K13734	0	0	1	1	0	0	2	0
K13735	4	21	8	9	27	19	17	1
K13736	0	0	0	0	0	0	0	0
K13737	0	0	0	0	0	0	0	0
K13738	0	0	0	0	0	0	0	0
K13739	0	0	0	0	0	0	0	0
K13740	0	0	0	0	0	0	0	0
K13741	0	0	0	0	0	0	0	0
K13742	0	0	0	0	0	0	0	0
K13743	0	0	0	0	0	0	0	0
K13744	0	0	0	0	0	0	0	0
K13745	5	42	36	27	49	38	15	7
K13746	0	10	4	5	6	8	3	3
K13747	0	0	1	0	0	0	1	0
K13748	0	0	0	0	0	0	0	0
K13749	0	0	0	0	0	0	0	0
K13755	0	0	0	0	0	0	0	0
K13756	0	0	0	0	0	0	0	0
K13757	0	0	0	0	0	0	0	0
K13758	0	0	0	0	0	0	0	0
K13759	0	0	0	0	0	0	0	0
K13760	0	0	0	0	0	0	0	0
K13761	0	1	0	0	0	0	0	0
K13762	0	0	0	0	0	0	0	0
K13763	0	0	0	0	0	0	0	0
K13764	0	0	0	0	0	0	0	0
K13765	0	0	0	0	0	0	0	0
K13766	8	62	46	42	62	46	25	5
K13767	2	27	23	19	25	17	10	3
K13768	0	0	0	0	0	0	0	0
K13773	0	0	0	0	0	0	0	0
K13774	0	11	9	13	6	8	4	3
K13775	3	17	11	10	16	11	6	1
K13776	0	8	4	6	6	3	3	2
K13777	3	24	15	16	20	9	8	2
K13778	0	11	3	3	4	5	0	3
K13779	3	20	21	18	31	23	12	4
K13781	0	1	0	2	2	0	0	0
K13786	1	0	1	1	0	1	1	0
K13787	7	60	35	34	41	36	25	3
K13788	15	55	10	20	35	35	20	0
K13789	6	86	68	51	65	59	35	4
K13790	0	0	0	0	0	0	0	0
K13791	0	0	0	0	0	1	0	0
K13792	0	0	0	0	0	0	0	0
K13793	0	0	0	0	0	0	0	0
K13797	0	48	33	33	33	24	24	6
K13798	6	0	0	0	3	0	0	0
K13799	15	84	81	45	78	54	30	18
