KO_ID	P1	P2	P3	P4	I1	I2	I3	I4
K11084	2	7	4	6	6	6	3	0
K11085	15	175	126	100	157	133	70	7
K11086	0	0	0	0	0	0	0	0
K11087	0	0	0	0	0	0	0	0
K11088	0	0	0	0	0	0	0	0
K11091	0	0	0	0	0	0	0	0
K11092	0	0	0	0	0	0	0	0
K11093	1	5	0	3	4	2	1	0
K11094	0	0	0	0	0	0	0	0
K11095	0	0	0	0	0	0	0	0
K11096	0	0	0	0	0	0	0	0
K11097	0	0	0	0	0	0	0	0
K11098	0	0	0	0	0	0	0	0
K11099	0	0	0	0	0	0	0	0
K11101	0	0	0	0	0	0	0	0
K11103	4	30	19	15	19	21	13	1
K11108	0	0	0	0	0	0	0	0
K11124	0	0	0	0	0	0	0	0
K11125	0	0	0	0	0	0	0	0
K11128	0	0	0	0	1	0	0	0
K11129	0	0	0	0	0	0	0	0
K11130	0	0	0	0	0	0	1	0
K11131	0	0	0	0	0	0	0	0
K11140	0	0	0	0	0	0	0	0
K11141	0	0	0	0	0	0	0	0
K11142	0	0	0	0	0	0	0	0
K11143	0	0	0	0	0	0	0	0
K11146	0	0	0	0	0	0	0	0
K11147	0	0	0	0	0	0	0	0
K11148	0	0	0	0	0	0	0	0
K11149	0	1	1	1	1	1	1	0
K11150	0	0	0	0	0	0	0	0
K11151	0	0	0	0	0	0	0	0
K11152	0	1	0	1	1	0	0	0
K11153	1	2	1	2	3	2	2	0
K11154	0	1	1	1	1	1	1	0
K11155	0	0	0	0	0	0	0	0
K11156	0	0	0	0	0	0	0	0
K11157	0	0	0	0	0	0	0	0
K11158	0	0	0	0	0	0	0	0
K11160	0	0	0	0	0	0	0	0
K11174	0	0	0	0	0	0	0	0
K11175	10	116	82	78	110	92	42	12
K11176	0	0	0	0	0	0	0	0
K11177	12	137	76	90	91	85	42	10
K11178	7	70	39	47	53	46	20	10
K11179	1	0	1	1	0	1	0	0
K11180	0	0	0	0	0	0	0	0
K11181	0	0	0	0	0	0	0	0
K11182	0	0	0	0	0	0	0	0
K11183	6	41	29	14	34	23	11	1
K11185	0	0	0	0	0	0	0	0
K11186	0	0	0	0	0	0	0	0
K11187	0	0	0	0	0	0	0	0
K11188	0	0	3	0	0	0	3	0
K11191	2	0	0	0	0	0	0	0
K11192	2	0	0	0	0	0	0	0
K11194	2	24	22	16	20	14	12	0
K11195	0	0	0	0	0	0	0	0
K11196	0	0	0	0	2	0	0	0
K11198	0	0	0	0	0	0	0	0
K11199	0	0	0	0	0	0	0	0
K11200	0	0	0	0	0	0	0	0
K11204	0	0	0	0	0	0	0	0
K11205	0	0	0	0	0	0	0	0
K11207	0	0	0	0	0	0	0	0
K11213	0	0	0	0	0	0	0	0
K11214	0	1	0	1	1	1	0	0
K11215	0	0	0	0	0	0	0	0
K11217	0	0	0	0	0	0	0	0
K11218	0	0	0	0	0	0	0	0
K11219	0	0	0	0	0	0	0	0
K11220	0	0	0	0	0	0	0	0
K11221	0	0	0	0	0	0	0	0
K11222	0	0	0	0	0	0	0	0
K11223	0	0	0	0	0	0	0	0
K11224	0	0	0	0	0	0	0	0
K11225	0	0	0	0	0	0	0	0
K11226	0	0	0	0	0	0	0	0
K11227	0	0	0	0	0	0	0	0
K11228	0	0	0	0	0	0	0	0
K11229	0	0	0	0	0	0	0	0
K11230	0	0	0	0	0	0	0	0
K11231	0	0	0	0	0	0	0	0
K11232	0	0	0	0	0	0	0	0
K11233	0	3	2	3	1	1	0	0
K11234	0	0	0	0	0	0	0	0
K11235	0	0	0	0	0	0	0	0
K11236	0	0	0	0	0	0	0	0
K11237	0	0	0	0	0	0	0	0
K11238	0	6	2	1	4	2	1	0
K11239	0	0	0	0	0	0	0	0
K11240	0	0	0	0	0	0	0	0
K11241	0	0	0	0	0	0	0	0
K11242	0	0	0	0	0	0	0	0
K11243	0	0	0	0	0	0	0	0
K11244	1	0	0	0	0	0	0	0
K11245	0	1	0	0	0	1	0	0
K11246	0	0	0	0	0	0	0	0
K11247	0	0	0	1	0	0	0	0
K11248	0	0	0	0	0	0	0	0
K11258	4	0	0	0	0	0	0	0
K11260	0	0	0	0	0	0	0	0
K11261	1	10	8	11	17	17	8	3
K11262	0	0	0	0	0	0	0	0
K11263	2	18	11	16	21	5	6	3
K11264	0	23	7	8	19	9	6	1
K11265	0	3	2	3	2	2	0	0
K11272	0	0	0	0	0	0	0	0
K11294	0	3	2	1	5	3	4	0
K11311	0	2	2	0	3	1	0	0
K11326	1	11	8	5	7	11	2	1
K11327	0	0	0	0	0	0	0	0
K11328	0	3	2	0	0	0	0	0
K11329	6	62	49	52	81	47	20	11
K11330	0	0	0	0	0	0	0	0
K11331	0	0	0	0	0	0	0	0
K11332	0	0	0	0	0	0	0	0
K11333	0	0	0	0	0	0	0	0
K11334	0	0	0	0	0	0	0	0
K11335	0	0	0	0	0	0	0	0
K11336	0	0	0	0	0	0	0	0
K11337	0	0	0	0	0	0	0	0
K11351	0	0	0	0	0	0	0	0
K11352	0	0	0	0	0	0	0	0
K11353	0	0	0	0	0	0	0	0
K11354	0	0	0	0	0	1	0	0
K11355	0	1	3	4	3	0	1	0
K11356	0	0	0	0	0	0	0	0
K11357	8	38	62	40	54	28	14	2
K11358	10	10	50	30	50	10	20	10
K11381	10	72	56	66	72	59	31	7
K11382	0	1	0	0	0	0	0	0
K11383	10	121	88	63	114	92	35	13
K11384	1	11	7	0	7	7	3	0
K11389	2	4	5	2	3	2	4	0
K11394	0	0	0	0	0	0	0	0
K11395	0	0	0	1	0	0	0	0
K11410	5	33	23	20	32	21	14	3
K11419	0	1	1	1	1	1	0	0
K11420	0	0	0	0	0	0	0	0
K11421	0	0	0	0	0	0	0	0
K11422	0	1	2	0	2	0	0	1
K11423	0	0	0	0	0	0	0	0
K11424	0	0	0	0	0	0	0	0
K11425	0	0	0	0	0	0	0	0
K11427	0	0	0	0	0	0	0	0
K11428	0	0	0	0	0	0	0	0
K11429	0	0	0	0	0	0	0	0
K11431	0	0	0	0	0	0	0	0
K11433	0	0	0	0	0	0	0	0
K11440	0	0	0	0	2	0	0	0
K11441	1	5	1	0	1	0	0	0
K11443	8	78	40	56	84	48	26	8
K11444	1	2	6	2	5	2	1	1
K11472	2	32	18	18	32	18	13	1
K11473	3	53	32	26	47	27	17	2
K11481	0	0	0	0	0	0	0	0
K11517	0	2	0	2	2	0	2	0
K11518	0	0	0	0	0	0	0	0
K11519	0	0	0	0	0	0	0	0
K11520	0	3	1	0	0	0	1	0
K11521	0	1	1	0	0	2	0	0
K11522	2	13	12	5	9	10	6	0
K11523	0	0	0	0	1	0	0	0
K11524	0	1	0	0	0	0	0	0
K11525	2	15	11	5	5	9	3	0
K11526	0	12	8	7	11	14	3	1
K11528	8	52	43	26	47	32	17	2
K11529	1	24	22	12	23	29	12	2
K11532	8	144	112	104	184	108	60	12
K11533	0	2	1	0	0	1	2	0
K11538	0	0	0	0	0	0	0	0
K11540	0	0	0	0	0	0	0	0
K11541	0	0	0	0	0	0	0	0
K11580	0	0	0	0	0	0	0	0
K11582	0	0	0	0	0	0	0	0
K11583	0	0	0	0	0	0	0	0
K11584	0	0	0	0	0	0	0	0
K11594	0	0	0	0	0	0	0	0
K11598	0	0	0	0	0	0	0	0
K11599	0	0	0	0	0	0	0	0
K11600	0	0	0	0	2	0	2	0
K11601	0	2	0	0	2	4	2	0
K11602	2	8	0	4	0	2	4	0
K11603	0	4	2	0	6	0	0	0
K11604	0	1	1	2	1	2	1	0
K11605	1	5	2	5	2	2	2	0
K11606	0	1	0	2	0	1	0	0
K11607	0	9	3	1	5	2	3	0
K11614	0	0	0	0	0	0	0	0
K11615	0	0	0	0	0	0	0	0
K11616	0	0	0	0	1	0	0	0
K11617	0	9	2	2	3	1	1	0
K11618	0	6	7	6	5	7	2	1
K11619	0	0	0	0	0	0	0	0
K11620	0	1	0	0	1	0	0	0
K11621	3	9	12	8	17	16	5	0
K11622	0	0	0	0	0	0	0	0
K11623	0	0	0	0	0	0	0	0
K11624	2	67	50	30	58	64	34	17
K11625	0	0	0	0	1	0	0	0
K11626	0	0	0	0	0	0	1	0
K11627	0	0	0	0	0	0	0	0
K11629	0	0	0	0	0	0	0	0
K11630	0	0	0	0	0	0	0	0
K11631	0	0	0	0	0	0	0	0
K11632	0	0	0	0	0	0	0	0
K11633	0	0	0	0	0	0	0	0
K11634	1	0	0	0	1	0	0	0
K11635	0	2	1	0	0	1	0	0
K11636	0	0	0	0	0	0	0	0
K11637	2	0	2	2	1	0	1	0
K11638	0	0	2	2	1	0	0	0
K11639	0	0	0	0	0	0	0	0
K11640	0	0	0	0	0	0	0	0
K11641	0	0	0	0	0	0	0	0
K11644	0	0	0	0	0	0	0	0
K11645	4	27	13	12	16	21	8	2
K11646	2	1	0	0	0	0	1	1
K11688	3	16	12	5	8	8	3	2
K11689	2	16	6	4	9	7	4	0
K11690	2	34	16	14	24	13	7	0
K11691	0	0	0	0	0	0	0	0
K11692	0	0	0	0	0	0	0	0
K11693	0	2	4	9	6	4	1	0
K11694	0	0	0	0	0	0	0	0
K11695	0	0	0	0	0	0	0	0
K11703	0	0	0	0	0	0	0	0
K11704	0	1	0	0	1	2	1	0
K11705	1	1	0	1	0	1	0	0
K11706	0	2	1	0	3	0	0	0
K11707	2	8	4	5	8	6	7	0
K11708	1	5	2	4	2	4	2	0
K11709	0	1	0	1	1	2	0	0
K11710	0	10	4	5	6	2	3	0
K11711	2	20	16	6	16	14	7	2
K11712	4	22	17	8	13	15	4	1
K11716	0	0	0	0	0	0	0	0
K11717	18	132	92	122	146	114	58	10
K11718	0	0	0	0	0	0	0	0
K11720	7	60	41	32	59	43	23	2
K11725	0	0	0	0	0	0	0	0
K11726	0	0	0	0	0	0	0	0
K11731	1	21	8	14	12	9	8	3
K11749	12	106	89	65	120	88	43	12
K11751	6	99	45	54	84	51	9	3
K11752	5	60	43	40	57	43	22	6
K11753	4	57	37	28	44	44	18	8
K11754	6	59	35	42	50	33	21	5
K11755	4	83	58	42	77	59	38	8
K11778	0	0	0	0	0	0	0	0
K11782	2	26	17	17	29	19	8	1
K11783	0	11	5	9	5	4	4	0
K11784	0	56	39	45	55	46	17	8
K11785	3	37	20	19	33	26	13	3
K11787	0	2	4	0	4	2	2	0
K11788	0	0	0	0	0	0	0	0
K11808	0	0	0	0	0	0	0	0
K11809	0	0	0	0	0	0	0	0
K11812	0	0	0	0	0	0	0	0
K11813	0	0	0	0	0	0	0	0
K11816	0	0	0	0	0	0	0	0
K11817	0	0	0	0	0	0	0	0
K11818	0	0	0	0	0	0	0	0
K11819	0	0	0	0	0	0	0	0
K11820	0	0	0	0	0	0	0	0
K11821	0	0	0	0	0	0	0	0
K11822	0	0	0	0	0	0	0	0
K11824	0	0	0	0	0	0	0	0
K11825	0	0	0	0	0	0	0	0
K11826	0	0	0	0	0	0	0	0
K11827	0	0	0	0	0	0	0	0
K11828	0	0	0	0	0	0	0	0
K11829	0	0	0	0	0	0	0	0
K11830	0	0	0	0	0	0	0	0
K11831	0	0	0	0	0	0	0	0
K11839	0	0	0	0	0	0	0	0
K11859	0	0	0	0	0	0	0	0
K11863	0	0	0	0	0	0	0	0
K11866	0	1	0	0	1	1	0	0
K11868	0	0	0	0	0	0	0	0
K11883	0	0	0	0	0	0	0	0
K11891	2	10	5	5	8	6	3	2
K11892	2	10	6	4	8	7	4	3
K11903	3	18	10	7	9	7	5	3
K11904	8	29	16	8	15	6	9	0
K11906	2	5	3	0	3	1	2	0
K11907	4	17	14	4	14	6	4	0
K11912	2	36	17	10	26	17	10	0
K11913	1	11	7	2	5	8	3	1
K11915	4	11	4	4	10	5	4	0
K11927	11	80	55	61	77	52	36	5
K11942	9	45	39	18	42	21	12	3
K11943	0	1	1	0	0	1	0	0
K11944	0	3	2	2	2	1	2	1
K11945	0	0	0	0	0	0	0	0
K11946	0	0	0	0	0	0	1	0
K11947	0	1	0	1	1	1	0	0
K11948	0	4	1	1	3	2	2	1
K11949	0	2	0	0	0	0	1	0
K11950	0	0	0	0	0	0	0	0
K11951	1	3	4	1	2	5	0	0
K11952	1	0	3	1	1	2	1	0
K11953	1	0	3	1	1	2	1	0
K11954	0	2	5	1	2	1	3	0
K11955	0	1	1	0	1	1	0	0
K11956	0	3	1	5	4	1	2	0
K11957	1	4	0	3	11	2	1	0
K11958	1	8	4	7	14	3	3	0
K11959	8	83	46	39	68	43	32	8
K11960	1	27	17	18	24	18	12	3
K11961	0	17	7	12	16	11	12	3
K11962	0	15	5	4	11	7	7	3
K11963	1	18	9	11	15	9	11	4
K11981	0	0	0	0	0	0	0	0
K11984	0	0	0	1	0	0	0	0
K11987	0	50	20	45	45	25	15	0
K11988	0	0	0	0	0	0	0	0
K11989	0	0	0	0	0	0	0	0
K11990	0	0	0	0	0	0	0	0
K11992	0	0	0	0	0	0	0	0
K11996	12	85	62	58	74	57	19	7
K12040	0	0	0	0	0	0	0	0
K12042	0	0	0	0	0	0	0	0
K12044	0	0	0	0	0	0	0	0
K12045	0	0	0	0	0	0	0	0
K12047	0	0	0	0	0	0	0	0
K12073	0	1	0	1	3	0	0	0
K12074	0	0	0	0	0	0	0	0
K12076	0	0	0	0	0	0	0	0
K12077	0	0	0	0	0	0	0	0
K12111	0	0	2	0	0	0	2	0
K12112	0	0	0	0	0	0	0	0
K12114	0	0	0	0	0	0	0	0
K12115	0	0	0	0	0	0	0	0
K12116	0	0	0	0	0	0	0	0
K12117	0	0	0	0	0	0	0	0
K12118	0	0	0	0	0	0	0	0
K12119	0	0	0	0	0	0	0	0
K12120	0	0	0	0	0	0	0	0
K12121	0	0	0	0	0	0	0	0
K12122	0	0	0	0	0	0	0	0
K12123	0	0	0	0	0	0	0	0
K12124	0	0	0	0	0	0	0	0
K12125	0	0	0	0	0	0	0	0
K12126	0	0	0	0	0	0	0	0
K12127	0	0	0	0	0	0	0	0
K12128	0	0	0	0	0	0	0	0
K12129	0	0	0	0	0	0	0	0
K12130	0	0	0	0	0	0	0	0
K12131	0	0	0	0	0	0	0	0
K12132	110	1400	809	680	1103	923	485	109
K12133	0	0	0	0	0	0	0	0
K12134	0	0	0	0	0	0	0	0
K12135	0	0	0	0	0	0	0	0
K12153	0	0	0	0	0	0	0	0
K12154	0	0	0	0	0	0	0	0
K12155	0	0	0	0	0	0	0	0
K12156	0	0	0	0	0	0	0	0
K12159	0	0	0	0	0	0	0	0
K12160	0	0	0	0	0	0	0	0
K12161	0	0	0	0	0	0	0	0
K12170	0	0	0	0	0	0	0	0
K12172	0	0	0	0	0	0	0	0
K12182	0	0	0	0	0	0	0	0
K12183	0	0	0	0	0	0	0	0
K12184	0	0	0	0	0	0	0	0
K12185	0	0	0	0	0	0	0	0
K12186	0	0	0	0	0	0	0	0
K12187	0	0	0	0	0	0	0	0
K12188	0	0	0	0	0	0	0	0
K12189	0	0	0	0	0	0	0	0
K12190	0	0	0	0	0	0	0	0
K12191	0	0	0	0	0	0	0	0
K12192	0	0	0	0	0	0	0	0
K12193	0	0	0	0	0	0	0	0
K12194	0	0	0	0	0	0	0	0
K12195	0	0	0	0	0	0	0	0
K12196	0	0	0	0	0	1	0	0
K12197	0	0	0	0	0	0	0	0
K12198	0	0	0	0	0	0	0	0
K12199	0	0	0	0	0	0	0	0
K12200	0	0	0	0	0	0	0	0
K12229	0	0	0	0	0	0	0	0
K12230	0	0	0	0	0	0	0	0
K12235	0	0	1	0	0	0	0	0
K12237	0	2	0	0	0	1	1	0
K12238	1	1	1	0	3	0	0	0
K12239	0	6	0	0	0	2	1	0
K12240	0	6	4	3	3	4	2	0
K12241	0	1	1	0	1	1	0	0
K12249	0	0	0	0	0	0	0	0
K12250	0	0	0	0	0	0	0	0
K12251	8	59	45	34	56	50	21	8
K12252	0	10	7	5	6	11	3	0
K12253	1	6	7	6	6	11	4	0
K12254	1	2	2	3	2	0	0	0
K12255	0	10	6	3	5	11	5	0
K12256	2	36	28	29	33	25	14	3
K12257	12	128	88	80	108	92	26	10
K12261	0	1	0	0	1	0	0	0
K12272	0	0	0	0	0	0	0	0
K12275	0	0	0	0	0	0	0	0
K12292	0	1	0	0	0	0	0	0
K12293	0	0	0	0	0	0	0	0
K12294	0	0	0	0	0	0	0	0
K12295	0	0	0	0	0	0	0	0
K12296	0	2	1	1	4	0	1	1
K12298	0	0	0	0	0	0	0	0
K12301	0	0	0	0	0	0	0	0
K12304	0	0	0	0	0	0	0	0
K12305	0	0	0	0	0	0	0	0
K12307	0	0	0	0	0	0	0	0
K12308	3	22	18	14	27	24	10	1
K12309	0	0	0	0	0	0	0	0
K12311	0	0	0	0	0	0	0	0
K12312	0	0	0	0	0	0	0	0
K12313	0	0	0	0	0	0	0	0
K12314	0	0	0	0	0	0	0	0
K12315	0	0	0	0	0	0	0	0
K12316	0	0	0	0	0	0	0	0
K12317	0	0	0	0	0	0	0	0
K12318	5	65	30	10	30	5	20	5
K12319	0	20	15	5	0	0	5	0
K12320	0	0	0	0	0	0	0	0
K12321	0	0	0	0	0	0	0	0
K12323	0	0	0	0	0	0	2	0
K12324	0	0	0	0	0	0	0	0
K12326	0	0	0	0	0	0	0	0
K12327	0	0	0	0	0	0	0	0
K12328	0	0	0	0	0	0	0	0
K12329	0	0	0	0	0	0	0	0
K12330	0	0	0	0	0	0	0	0
K12331	0	0	0	0	0	0	0	0
K12332	0	0	0	0	0	0	0	0
K12333	0	0	0	0	0	0	0	0
K12334	0	0	0	0	0	0	0	0
K12335	0	0	0	0	0	0	0	0
K12336	0	0	0	0	0	0	0	0
K12337	0	0	0	0	0	0	0	0
K12338	0	0	0	0	0	0	0	0
K12339	14	82	54	52	66	42	26	8
K12340	4	74	64	38	74	67	31	9
K12341	0	0	0	0	0	0	0	0
K12342	1	3	1	3	2	3	2	0
K12343	0	1	2	0	1	0	0	0
K12344	0	0	0	0	0	0	0	0
K12345	0	0	0	0	0	0	0	0
K12347	0	0	0	0	0	0	0	0
K12348	0	2	2	0	2	0	0	0
K12349	0	0	0	0	2	0	0	0
K12350	0	0	0	0	0	0	0	0
K12351	0	1	0	0	0	0	0	0
K12352	0	0	0	0	0	0	0	0
K12353	0	0	0	0	0	0	0	0
K12354	0	0	0	0	0	0	0	0
K12355	0	0	0	0	0	0	0	0
K12356	0	0	0	0	0	0	0	0
K12357	0	0	0	0	0	0	0	0
K12361	0	0	0	0	0	0	0	0
K12362	0	0	0	0	0	0	0	0
K12363	0	0	0	0	0	0	0	0
K12365	0	0	0	0	0	0	0	0
K12366	0	0	0	0	0	0	0	0
K12367	0	0	0	0	0	0	0	0
K12368	4	22	14	18	16	12	8	2
K12369	2	9	6	7	8	8	2	0
K12370	1	3	5	4	6	4	1	0
K12371	3	18	10	12	19	16	6	3
K12372	1	11	8	7	8	13	4	0
K12373	6	222	156	168	240	198	72	24
K12377	0	0	0	0	0	0	0	0
K12378	0	0	0	0	0	0	0	0
K12379	0	0	0	0	0	0	0	0
K12380	0	0	0	0	0	0	0	0
K12381	0	0	0	0	0	0	0	0
K12382	0	0	0	0	0	0	0	0
K12383	0	0	0	0	0	0	0	0
K12384	0	0	0	0	0	1	0	0
K12385	0	0	0	0	0	0	0	0
K12386	0	0	0	0	0	0	0	0
K12387	0	0	0	0	0	0	0	0
K12388	0	0	0	0	0	0	0	0
K12389	0	0	0	0	0	0	0	0
K12390	0	0	0	0	0	0	0	0
K12391	0	0	0	0	0	0	0	0
K12392	0	0	0	0	0	0	0	0
K12393	0	0	0	0	0	0	0	0
K12394	0	0	0	0	0	0	0	0
K12395	0	0	0	0	0	0	0	0
K12396	0	0	0	0	0	0	0	0
K12397	0	0	0	0	0	0	0	0
K12398	0	0	0	0	0	0	0	0
K12399	0	0	0	0	0	0	0	0
K12400	0	0	0	0	0	0	0	0
K12401	0	0	0	0	0	0	0	0
K12402	0	0	0	0	0	0	0	0
K12403	0	0	0	0	0	0	0	0
K12404	0	0	0	0	0	0	0	0
K12405	0	0	0	0	0	0	0	0
K12406	0	0	0	0	0	0	0	0
K12407	0	0	0	0	0	0	0	0
K12408	0	0	0	0	0	0	0	0
K12409	0	0	0	0	0	0	0	0
K12410	5	46	33	23	35	19	15	1
K12412	0	0	0	0	0	0	0	0
K12413	0	0	0	0	0	0	0	0
K12414	0	0	0	0	0	0	0	0
K12415	0	0	0	0	0	0	0	0
K12416	0	0	0	0	0	0	0	0
K12420	1	19	11	9	16	12	1	2
K12446	0	0	0	0	0	0	0	0
K12447	0	0	0	1	0	1	0	0
K12448	1	21	10	15	14	13	9	5
K12449	0	3	0	1	1	1	0	0
K12450	0	1	1	0	0	1	0	1
K12451	0	0	0	0	0	0	0	0
K12452	5	14	6	4	6	13	1	1
K12453	0	0	0	0	0	0	0	0
K12454	6	32	19	16	30	29	8	0
K12455	0	0	0	0	0	0	0	0
K12456	0	0	0	0	0	0	0	0
K12457	0	0	0	0	0	0	0	0
K12458	0	0	0	0	0	0	0	0
K12459	0	0	0	0	0	0	0	0
K12460	0	0	0	0	0	0	0	0
K12461	0	0	0	0	0	0	0	0
K12462	0	0	0	0	0	0	0	0
K12463	0	0	0	0	0	0	0	0
K12464	0	0	0	0	0	0	0	0
K12465	0	0	0	0	0	0	0	0
K12466	0	10	2	2	6	0	2	0
K12467	0	0	0	0	0	0	0	0
K12468	0	0	0	0	0	0	0	0
K12469	0	0	0	0	0	0	0	0
K12470	0	0	0	0	0	0	0	0
K12471	0	0	0	0	0	0	0	0
K12472	0	5	1	2	2	1	2	0
K12473	0	0	0	0	0	0	0	0
K12474	0	0	0	0	0	0	0	0
K12475	0	0	0	0	0	0	0	0
K12476	0	0	0	0	0	0	0	0
K12477	0	0	0	0	0	0	0	0
K12478	0	0	0	0	0	0	0	0
K12479	0	0	0	0	0	0	0	0
K12480	0	0	0	0	0	0	0	0
K12481	0	0	0	0	0	0	0	0
K12482	0	0	0	0	0	0	0	0
K12483	0	0	0	0	0	0	0	0
K12484	0	0	0	0	0	0	0	0
K12485	0	0	0	0	0	0	0	0
K12486	0	0	0	0	0	0	0	0
K12487	0	0	0	0	0	0	0	0
K12488	0	0	0	0	0	0	0	0
K12489	0	0	0	0	0	0	0	0
K12490	0	0	0	0	0	0	0	0
K12491	0	0	0	0	0	0	0	0
K12492	0	0	0	0	0	0	0	0
K12493	0	0	0	0	0	0	0	0
K12494	0	0	0	0	0	0	0	0
K12495	0	0	0	0	0	0	0	0
K12499	0	0	0	0	0	0	0	0
K12501	0	0	0	0	0	0	0	0
K12502	0	0	0	0	0	0	0	0
K12503	3	25	29	22	35	30	19	6
K12504	0	0	0	0	0	0	0	0
K12505	0	0	0	0	0	0	0	0
K12506	7	68	60	49	73	54	23	16
K12524	39	312	210	174	252	210	108	21
K12525	24	120	75	42	78	69	36	18
K12526	0	12	24	9	24	27	6	0
K12527	1	5	4	10	5	6	2	1
K12528	0	2	1	0	2	4	1	0
K12529	0	0	0	0	0	0	0	0
K12550	0	0	0	0	0	0	0	0
K12551	0	2	0	3	5	1	0	0
K12552	8	49	35	36	49	30	14	5
K12553	0	0	0	0	0	0	0	0
K12554	0	0	0	0	0	0	0	0
K12555	0	2	0	3	5	2	2	0
K12556	8	49	35	36	49	30	14	5
K12559	0	0	0	0	0	0	0	0
K12560	0	0	0	0	0	0	0	0
K12561	0	0	0	0	0	0	0	0
K12562	0	0	0	0	0	0	0	0
K12563	0	0	0	0	0	0	0	0
K12564	0	0	0	0	0	0	0	0
K12565	0	0	0	0	0	0	0	0
K12566	0	0	0	0	0	0	0	0
K12567	6	0	0	2	12	4	8	0
K12568	0	0	0	0	0	0	0	0
K12569	0	0	0	0	0	0	0	0
K12570	0	0	0	0	0	0	0	0
K12571	0	0	0	0	0	0	0	0
K12572	0	0	0	0	0	0	0	0
K12573	5	53	39	32	44	41	17	4
K12574	4	39	29	32	34	22	17	6
K12575	0	0	0	0	0	0	0	0
K12576	0	0	0	0	0	0	0	0
K12577	0	0	0	0	0	0	0	0
K12578	0	0	0	0	0	0	0	0
K12580	0	0	0	0	0	0	0	0
K12581	0	0	0	0	0	0	0	0
K12584	0	0	0	0	0	0	0	0
K12585	2	41	33	24	28	38	15	2
K12586	0	0	0	0	0	0	0	0
K12587	0	0	0	0	0	0	0	0
K12588	0	0	0	0	0	0	0	0
K12589	0	0	0	0	2	0	2	0
K12590	0	0	0	0	0	0	0	0
K12591	0	0	0	0	0	0	0	0
K12592	0	0	0	0	0	0	0	0
K12593	0	0	0	0	0	0	0	0
K12594	0	0	0	0	0	0	0	0
K12595	0	0	0	0	0	0	0	0
K12596	0	0	0	0	0	0	0	0
K12597	0	0	0	0	0	0	0	0
K12598	0	0	0	0	0	0	0	0
K12599	0	0	0	0	0	0	0	0
K12600	19	173	103	82	160	129	50	12
K12601	0	0	0	0	0	0	0	0
K12602	0	0	0	0	0	0	0	0
K12603	0	0	0	0	0	0	0	0
K12604	0	1	0	0	0	0	0	0
K12605	0	0	0	0	0	0	0	0
K12606	0	0	0	0	0	0	0	0
K12607	0	0	0	0	0	0	0	0
K12608	0	3	2	0	0	0	2	0
K12609	0	0	0	0	0	0	0	0
K12610	0	0	0	0	0	0	0	0
K12611	0	0	0	0	0	0	0	0
K12612	0	0	0	0	0	0	0	0
K12613	0	2	1	0	2	2	0	0
K12614	0	0	0	0	0	0	0	0
K12615	0	0	0	0	0	0	0	0
K12616	0	0	0	0	0	0	0	0
K12617	0	0	0	0	0	0	0	0
K12618	0	0	0	0	0	0	0	0
K12619	0	0	0	0	0	2	0	0
K12620	0	0	0	0	0	0	0	0
K12621	0	0	0	0	0	0	0	0
K12622	0	0	0	0	0	0	0	0
K12623	0	0	0	0	0	0	0	0
K12624	0	0	0	0	0	0	0	0
K12625	0	0	0	0	0	0	0	0
K12626	0	0	0	0	0	0	0	0
K12627	0	0	0	0	0	0	0	0
K12628	0	0	0	0	0	0	0	0
K12629	0	0	0	0	0	0	0	0
K12630	0	0	0	0	0	0	0	0
K12631	0	0	0	0	0	0	0	0
K12632	0	0	0	0	0	0	0	0
K12633	0	0	0	0	0	0	0	0
K12634	0	0	0	0	0	0	0	0
K12635	0	0	0	0	0	0	0	0
K12636	0	0	0	0	0	0	0	0
K12637	0	0	0	0	0	0	0	0
K12638	0	0	0	0	0	0	0	0
K12639	0	0	0	0	0	0	0	0
K12640	0	0	0	0	0	0	0	0
K12641	0	0	0	0	0	0	0	0
K12642	0	0	0	0	0	0	0	0
K12643	0	0	0	0	0	0	0	0
K12644	0	0	0	0	0	0	0	0
K12645	1	0	0	1	0	0	0	0
K12646	0	0	0	0	0	0	0	0
K12647	0	0	0	0	0	0	0	0
K12648	0	0	0	0	0	0	0	0
K12649	0	0	0	0	0	0	0	0
K12650	0	0	0	0	0	0	0	0
K12651	0	0	0	0	0	0	0	0
K12652	0	0	0	0	0	0	0	0
K12653	0	0	0	0	0	0	0	0
K12654	0	0	0	0	0	0	0	0
K12655	0	0	0	0	0	0	0	0
K12656	0	0	0	0	0	0	0	0
K12657	1	2	1	2	2	1	1	0
K12658	0	16	10	8	15	10	3	4
K12659	0	35	21	23	39	29	13	3
K12660	1	7	3	5	10	5	0	0
K12661	2	5	2	1	4	3	0	0
K12662	0	0	0	0	0	0	0	0
K12663	0	0	0	0	0	0	0	0
K12664	0	0	0	0	0	0	0	0
K12665	0	0	0	0	0	0	0	0
K12666	0	0	0	0	0	0	0	0
K12667	0	0	0	0	0	0	0	0
K12668	0	0	0	0	0	0	0	0
K12669	0	0	0	0	0	0	0	0
K12670	0	0	0	0	0	0	0	0
K12671	0	0	0	0	0	0	0	0
K12672	0	0	0	0	0	0	0	0
K12673	0	0	0	0	0	0	0	0
K12674	0	0	0	0	0	0	0	0
K12675	0	0	0	0	0	0	0	0
K12676	1	3	1	2	2	3	0	2
K12677	0	0	0	0	0	0	0	0
