"fgene","P1","P2","P3","P4","I1","I2","I3","I4"
"ABB11158.1|GH23",0,0,0,0,0,0,0,1
"ABB14724.1|GT2",1,1,0,0,1,2,0,1
"ABB15655.1|CE4",0,0,1,0,0,0,0,0
"ABB15789.1|CBM50",0,1,1,1,2,1,1,2
"ABB22031.1|GH12",0,1,0,0,0,1,1,0
"ABB22038.1|GH12",0,0,0,0,0,0,1,0
"ABB22039.1|GH12",0,0,0,0,1,1,0,0
"ABB24236.1|GT4",0,1,0,0,0,0,0,0
"ABB24494.1|CE11",1,2,0,2,1,0,0,1
"ABB24655.1|GT4",1,1,0,0,7,2,2,0
"ABB25606.1|GT2",0,0,1,0,0,0,0,0
"ABB26223.1|GT51",0,3,0,0,0,0,1,0
"ABB28003.1|GT41",1,0,0,0,0,0,0,0
"ABB30487.1|GT2",0,0,0,0,0,0,1,0
"ABB31127.1|GT2",0,2,0,0,0,0,1,0
"ABB31129.1|GT83",0,1,1,0,0,1,0,0
"ABB31611.1|GH23",0,2,1,1,1,2,1,1
"ABB31714.1|GT4",0,0,0,0,0,0,1,0
"ABB31736.1|GT4",0,1,0,0,2,0,2,0
"ABB31917.1|GT2",0,0,0,0,0,0,1,0
"ABB32233.1|GT4",0,1,1,0,0,1,0,0
"ABB32237.1|GT2",0,4,1,2,0,2,4,3
"ABB32242.1|CE4",3,5,5,5,7,3,4,5
"ABB32243.1|GT2",0,0,0,1,0,0,1,0
"ABB32252.1|CE4",2,4,3,5,1,1,5,6
"ABB32405.1|GT2",0,0,0,0,0,0,0,1
"ABB32567.1|GT2",0,1,1,0,1,3,0,1
"ABB32570.1|GT9",0,0,0,0,0,0,0,1
"ABB32575.1|GT19",0,2,0,0,0,0,2,0
"ABB32958.1|GT2",0,0,1,0,0,0,0,0
"ABB33102.1|GT2",0,0,0,2,2,0,1,2
"ABB33372.1|GT35",0,0,0,0,0,0,1,0
"ABB33919.1|GT0",0,0,0,1,0,0,0,0
"ABB37163.1|GT4",0,0,1,1,0,0,1,1
"ABB37222.1|GT0",0,0,1,0,0,0,1,0
"ABB37229.1|GT4",0,0,0,0,0,1,0,0
"ABB37639.1|GT4",0,0,0,0,1,0,1,1
"ABB37640.1|GT2|GT4",0,1,0,0,0,0,0,2
"ABB37645.1|GT2",1,1,1,0,2,0,0,0
"ABB37919.1|GT4",0,0,0,0,2,0,0,0
"ABB38393.1|GT2",0,0,2,0,0,0,0,0
"ABB38455.1|CE4",0,1,1,0,0,1,0,0
"ABB39313.1|GT51",0,1,0,0,0,0,0,0
"ABB40044.1|CE4",1,0,0,0,0,0,0,1
"ABB40406.1|GT4",0,0,0,0,1,0,0,0
"ABB51613.1|GH3",1,1,1,3,2,2,2,3
"ABB56079.1|GT47",0,0,0,1,1,0,0,0
"ABB56841.1|GT83",0,0,0,0,1,0,0,0
"ABB58030.1|GT51",1,0,0,0,1,1,1,0
"ABB58161.1|GH23",0,0,0,0,1,0,0,0
"ABB73559.1|PL15",0,1,1,0,0,0,1,0
"ABB73561.1|GT4",1,0,0,0,0,0,0,0
"ABB73585.1|GT2",0,2,0,0,0,0,0,1
"ABB73825.1|GH23",0,1,0,0,0,1,0,0
"ABB74022.1|GT35",0,0,0,1,0,0,0,0
"ABB74705.1|GH13_26|GH77",0,0,0,0,1,0,0,0
"ABB75092.1|GT4",0,1,1,0,0,0,2,2
"ABB75235.1|GH2",2,1,0,0,0,0,0,0
"ABB75443.1|GH0|GT4",0,0,0,0,1,0,0,0
"ABB75688.1|GT4",0,1,0,2,1,1,0,0
"ABB75692.1|GT4",0,1,0,0,0,1,1,0
"ABB75696.1|GT2",0,0,0,0,0,1,1,0
"ABB75811.1|GT4",0,0,0,0,0,0,1,0
"ABB88567.1|GT35|2.4.1.1",0,1,0,0,2,0,0,1
"ABB97081.2|CBM14|GH18|3.2.1.14",0,1,0,0,0,1,1,1
"ABC18784.1|GT2",0,1,1,0,0,0,0,0
"ABC19585.1|CBM50",0,0,1,0,0,0,0,0
"ABC20109.1|CBM48|GH13_10",0,0,0,0,0,1,1,0
"ABC20110.1|GH57",2,1,3,1,2,2,1,2
"ABC20111.1|GH13_26",0,2,2,0,0,0,1,2
"ABC20150.1|GH77",0,1,0,0,0,0,1,0
"ABC20351.1|CBM50",1,2,2,3,2,1,4,4
"ABC20443.1|GT2",0,1,0,0,0,0,0,0
"ABC20832.1|GT51",0,0,0,0,0,1,2,0
"ABC20869.1|GT2",11,67,45,29,61,48,62,56
"ABC21726.1|GT4",0,0,0,1,0,0,0,0
"ABC21735.1|GT0",0,0,0,0,1,0,0,0
"ABC22285.1|GT26",0,0,0,0,0,0,0,1
"ABC22404.1|GH13_3",0,0,0,0,0,1,0,0
"ABC23148.1|GT2|GT41|GT4",0,0,1,1,0,1,1,1
"ABC23320.1|GT51",0,1,0,0,0,0,0,0
"ABC23535.1|GT4",0,0,2,0,0,1,1,3
"ABC23652.1|GT41",0,2,0,1,1,0,0,0
"ABC23656.1|GT41",0,0,0,0,0,0,1,0
"ABC23717.1|GT41",0,0,1,2,1,0,0,0
"ABC23886.1|GT4",2,0,1,1,1,0,2,4
"ABC23920.1|GT4",0,0,0,1,1,0,1,1
"ABC24094.1|GH3",1,2,0,0,0,1,1,0
"ABC24170.1|GT4",0,0,0,0,0,1,0,0
"ABC24599.1|GT0",0,0,0,0,0,0,1,0
"ABC24603.1|GT4",0,0,1,0,0,0,0,1
"ABC27004.1|GT4",0,0,1,0,1,0,0,1
"ABC27007.1|CBM2|GH6",0,0,0,0,1,0,1,0
"ABC27076.1|CBM13",0,0,1,0,0,0,1,1
"ABC27930.1|GT2",0,1,1,0,0,0,0,1
"ABC28688.1|GH114",0,0,0,1,0,0,1,0
"ABC29059.1|GT2",0,0,0,0,0,0,1,0
"ABC29061.1|GT2",0,0,0,0,0,0,1,0
"ABC29062.1|GT2",0,0,0,0,0,1,0,0
"ABC29869.1|CBM32",2,5,4,5,4,4,4,2
"ABC31487.1|CBM12|CBM5|GH18",0,1,0,0,0,0,0,0
"ABC32810.1|GT2",0,1,1,0,0,0,0,0
"ABC32815.1|GT4",1,1,1,0,0,0,1,0
"ABC33644.1|GT51",0,0,0,0,0,1,0,0
"ABC43761.1|GH15",0,0,0,0,1,1,0,0
"ABC44424.1|GT4",0,0,0,0,0,0,1,0
"ABC44429.1|GH13",0,1,1,4,3,1,3,1
"ABC44432.1|CBM9",0,1,0,0,0,0,0,0
"ABC44556.1|CBM50",0,0,0,0,0,1,0,0
"ABC44976.1|CBM48",0,1,0,0,1,2,0,0
"ABC45027.1|GH3",3,15,4,7,11,6,9,11
"ABC45158.1|GT4",0,1,0,0,0,0,0,0
"ABC45515.1|GT2",0,0,0,1,1,0,1,1
"ABC45543.1|GT4",0,0,1,0,0,0,1,0
"ABC56629.1|GT0|GT2",0,1,1,1,1,1,1,1
"ABC56637.1|GT2",0,0,0,0,0,2,0,1
"ABC59065.1|GH37|3.2.1.28",0,1,0,0,1,0,1,0
"ABC59463.1|GT48",0,0,1,0,0,0,0,0
"ABC63757.1|GT39",0,0,0,0,2,0,0,0
"ABC67744.1|GT77|2.4.1.37",0,3,0,0,1,1,0,0
"ABC76013.1|GT20",1,7,5,4,6,5,4,2
"ABC76269.1|PL1_2",0,0,1,0,1,0,1,1
"ABC76330.1|PL1_2",0,2,0,0,1,0,0,0
"ABC76894.1|GT35",0,0,1,0,0,0,0,0
"ABC78124.1|GT19",0,0,0,0,1,0,0,0
"ABC78151.1|GT4",0,1,1,1,0,1,1,1
"ABC78153.1|GT4",0,0,0,0,0,1,0,0
"ABC78381.1|GT2",0,1,0,0,0,0,0,0
"ABC78475.1|PL12",1,1,0,0,0,0,0,0
"ABC78492.1|GT4",0,0,1,0,0,0,0,0
"ABC78495.1|GT11",0,0,0,0,1,0,0,0
"ABC78497.1|GT4",0,0,0,0,1,1,1,0
"ABC78499.1|GT2",0,1,1,0,1,1,0,0
"ABC78500.1|GT2",0,0,0,0,0,0,1,0
"ABC78847.1|GT51",0,2,2,0,2,1,0,3
"ABC79017.1|GT0",0,2,1,1,2,3,3,2
"ABC79912.1|GT5",1,0,0,0,0,0,0,0
"ABC79967.1|GT2",0,0,0,1,0,0,1,1
"ABC80070.1|GH77",0,0,0,0,0,0,1,1
"ABC80226.1|GT20",0,0,1,0,2,0,2,1
"ABC80791.1|GT4",2,7,0,3,6,5,4,3
"ABC80851.1|GH57",0,0,0,0,2,1,1,0
"ABC81012.1|GT51",0,2,1,1,1,0,1,1
"ABC81111.1|GT2",0,0,0,0,0,0,0,1
"ABC81376.1|GH23",0,2,1,0,2,0,4,0
"ABC81677.1|GH23",1,1,1,0,1,0,0,1
"ABC81806.1|GT51",0,1,1,1,1,0,1,0
"ABC82187.1|CE4",2,1,3,1,3,1,2,1
"ABC82188.1|GT4",0,0,1,0,1,1,1,0
"ABC82226.1|GT2",0,1,1,0,0,0,0,0
"ABC82229.1|GT0",2,1,0,0,0,2,0,0
"ABC82326.1|GT0",0,3,3,0,1,1,1,0
"ABC82379.1|GT4",1,1,1,2,0,1,0,1
"ABC82384.1|GT9",1,1,0,0,0,0,0,0
"ABC82385.1|GT30",1,0,0,0,0,0,0,0
"ABC82394.1|GT2",1,0,1,1,0,0,0,0
"ABC82409.1|GT4",0,0,0,0,1,0,0,0
"ABC82479.1|GH0",3,3,1,3,2,2,2,2
"ABC82480.1|GT4",0,0,1,0,0,0,0,0
"ABC82543.1|CBM8",4,10,4,7,11,2,11,8
"ABC82545.1|GT2",0,2,1,0,0,0,2,2
"ABC82549.1|GH9",0,1,1,0,1,0,1,0
"ABC82720.1|GH16",0,1,0,0,0,0,1,0
"ABC82771.1|GH77",0,1,0,0,0,1,0,0
"ABC82961.1|GH15",1,0,1,0,1,0,2,2
"ABC83044.1|GH23",0,1,1,0,1,0,1,0
"ABC83106.1|GT51",0,0,1,0,1,1,0,0
"ABC83270.1|GT4",0,1,0,0,0,0,0,0
"ABC83328.1|GT9",0,0,0,1,0,0,0,0
"ABC83502.1|CBM48",0,3,1,3,1,0,2,0
"ABC83891.1|GH13_36",0,1,1,0,1,1,1,0
"ABC84057.1|GT2",0,0,1,0,0,0,0,1
"ABC87500.1|GH9",0,0,0,0,0,1,0,0
"ABC89569.1|GT2",1,2,3,2,5,1,5,1
"ABC89570.1|GT4",0,1,0,0,0,0,0,0
"ABC90678.1|PL0",0,0,0,0,1,0,0,0
"ABC93097.1|GH0",1,2,2,1,0,2,2,0
"ABC98484.1|GH13_3",0,1,0,0,0,0,1,0
"ABC98618.1|GH13_26",0,0,0,0,0,0,1,0
"ABC99206.1|GT41",2,2,2,1,2,2,8,0
"ABC99268.1|GT2",0,0,1,1,0,1,0,1
"ABD00004.1|GT41",0,0,0,0,0,1,1,0
"ABD00907.1|GH57",0,0,0,0,1,0,1,0
"ABD01469.1|GT41",0,2,1,1,0,1,1,1
"ABD01620.1|GT35",2,0,0,0,0,0,0,0
"ABD01768.1|GH0",0,1,0,0,0,0,1,0
"ABD01975.1|GT2",1,1,2,2,0,0,0,1
"ABD02231.1|GT41",0,0,0,1,0,0,1,0
"ABD03121.1|GT41",0,2,2,2,0,2,2,2
"ABD05422.1|CE1",0,0,0,0,0,1,0,0
"ABD05597.1|GT2",0,1,0,0,0,0,0,0
"ABD06257.1|GT4",0,0,1,0,0,0,0,0
"ABD06260.1|GT4",0,0,0,0,0,0,0,1
"ABD06311.1|GT9",0,0,0,0,0,0,0,1
"ABD06331.1|GT4",0,0,0,0,0,1,0,0
"ABD06702.1|GT28",0,0,0,0,0,0,0,1
"ABD07082.1|CE4",0,1,1,0,1,0,1,0
"ABD07620.1|GT51",0,0,0,0,0,0,1,0
"ABD08352.1|GT83",0,0,0,1,2,0,0,1
"ABD08495.1|GT41",1,1,1,0,2,1,4,2
"ABD08533.1|GT2",0,0,0,1,0,0,0,0
"ABD09556.1|CE4",0,0,0,0,1,1,0,0
"ABD10114.1|GT2",0,0,1,0,0,0,0,0
"ABD10119.1|GT4",0,1,1,0,0,0,0,0
"ABD10938.1|GT4",0,2,0,1,0,0,0,1
"ABD10963.1|CE4|GT2",0,1,0,0,0,1,1,0
"ABD12274.1|GT87",0,0,0,0,1,1,0,0
"ABD13198.1|GT4",0,0,0,0,1,0,0,0
"ABD13872.1|GT51",0,1,0,0,0,0,0,0
"ABD25176.1|GT2",0,0,1,1,0,0,0,0
"ABD26035.1|CE4|GH18|GT2",0,1,0,0,0,0,0,0
"ABD26167.1|GH106",0,0,0,1,0,0,0,0
"ABD26384.1|GH103",0,0,0,1,0,0,0,0
"ABD26980.1|GT4",0,0,0,0,0,1,0,0
"ABD27064.1|GT2",0,0,0,0,0,0,1,0
"ABD27420.1|GH108",1,0,0,0,0,1,0,0
"ABD27613.1|GT4",0,1,0,0,0,0,0,0
"ABD27764.1|GT51",1,1,2,0,2,1,1,2
"ABD40588.1|GH57",0,0,0,0,1,0,0,0
"ABD54162.1|GT2",0,0,0,0,1,0,0,0
"ABD55238.1|GH24",0,1,1,0,0,0,0,2
"ABD57033.1|CE4",0,0,0,0,0,0,0,1
"ABD62982.1|AA6",1,2,0,1,1,0,2,2
"ABD68267.1|CBM48|GH13_11",0,0,0,1,0,0,0,0
"ABD68421.1|GT4",0,1,0,1,0,0,1,1
"ABD68430.1|PL14",0,3,1,1,2,2,2,3
"ABD68435.1|GT4",1,1,0,0,0,0,1,0
"ABD68438.1|GT2",0,1,1,0,0,0,0,0
"ABD68843.1|GH1",0,0,0,0,0,0,1,0
"ABD68847.1|GH30_3",0,1,1,0,0,0,1,1
"ABD69880.1|GH13_26|GH77",0,0,0,0,0,0,0,1
"ABD69882.1|CBM48|GH13_11",0,0,0,0,1,0,0,0
"ABD70703.1|GT0",1,0,0,0,0,0,0,0
"ABD71594.1|GT35",0,0,0,1,1,0,1,1
"ABD71733.1|GH15",1,0,0,1,0,0,0,0
"ABD75762.1|GH65",1,0,0,0,1,0,1,1
"ABD79399.1|GT2",0,0,0,0,0,0,2,0
"ABD79407.1|GT4",0,0,1,1,0,0,0,0
"ABD79409.1|GT4",1,0,0,0,0,0,0,0
"ABD79411.1|GT4",0,1,0,0,0,0,0,0
"ABD79506.1|CBM6",1,1,0,0,1,0,0,1
"ABD79587.1|GH10",0,0,0,0,1,0,0,0
"ABD79589.1|GH5_4",0,1,0,0,0,0,1,0
"ABD79742.1|CBM32",1,3,2,2,2,2,2,1
"ABD79895.1|AA10|CBM2",0,1,0,0,0,0,0,0
"ABD79911.1|CBM10|CBM2|GH9",0,0,0,0,0,0,0,1
"ABD79912.1|CBM10|CBM2",2,3,0,0,0,3,2,1
"ABD80100.1|GH63",0,0,0,0,0,0,0,1
"ABD80130.1|GT2",1,1,1,3,2,0,4,5
"ABD80205.1|CBM35|PL1_11|PL1_5",1,1,0,0,0,0,0,0
"ABD80444.1|CBM2",0,0,0,0,1,1,2,0
"ABD80445.1|CBM2",0,1,0,0,0,0,0,0
"ABD80655.1|CBM56|CBM6|GH16",0,2,3,0,1,0,1,1
"ABD81030.1|GT83",0,8,6,5,4,4,8,6
"ABD81465.1|GH73",0,1,0,0,0,1,1,0
"ABD81532.1|CBM2|GH6|3.2.1.4",1,0,1,1,2,0,1,1
"ABD81738.1|CBM32|PL7_5",0,1,0,0,2,0,1,1
"ABD81757.1|GH3|3.2.1.21|3.2.1.74",0,2,0,0,3,0,0,0
"ABD81915.1|CBM6|GH86|3.2.1.81",0,0,0,1,1,1,0,0
"ABD82052.1|CBM32|CBM6",1,0,0,0,0,0,0,0
"ABD82091.1|CBM56|GH81",0,0,1,1,0,1,0,0
"ABD82130.1|PL6_3|PL7_5",0,1,0,0,0,0,0,0
"ABD82184.1|CBM32|CBM6|GH128|GH16",1,0,2,2,0,0,2,2
"ABD82196.1|CBM2",0,2,0,0,1,0,0,0
"ABD82280.1|CBM6|GH5_47|3.2.1.39|3.2.1.75",0,0,0,1,0,1,0,0
"ABD83001.1|CE0",1,1,0,0,0,0,0,0
"ABD83136.1|CBM35|PL1_11",0,2,0,0,0,0,0,0
"ABD85875.1|GH102",0,2,0,0,0,0,1,1
"ABD86243.1|GT2",0,1,0,0,1,0,0,0
"ABD86346.1|GH103",0,0,0,0,0,0,0,1
"ABD86674.1|GH23",0,0,0,0,0,0,1,0
"ABD86937.1|GH103",0,1,0,1,0,0,1,1
"ABD86990.1|GT9",0,0,1,0,1,0,0,0
"ABD87207.1|GT2",0,0,0,0,0,0,1,0
"ABD87387.1|GH19",0,0,0,0,1,0,0,0
"ABD87896.1|CE4",0,0,0,0,1,0,0,0
"ABD88753.1|GH0",1,1,1,0,1,0,1,1
"ABD88848.1|GT28",0,1,0,0,0,0,0,0
"ABD88884.1|CE4",0,3,1,1,1,1,0,1
"ABD89214.1|GH13_16",1,1,1,0,1,0,1,2
"ABD89217.1|GH13_26",0,0,0,0,0,0,1,0
"ABD89721.1|GT4",0,0,0,0,0,0,0,1
"ABD89728.1|GT4",0,0,0,0,0,1,0,0
"ABD89736.1|GT2",0,0,0,0,1,0,0,1
"ABD98911.1|CBM50",0,0,1,0,0,0,0,0
"ABE29201.1|GT2|GT4",0,1,0,0,0,0,0,0
"ABE32831.1|GT41",0,1,0,0,0,0,1,0
"ABE34447.1|GH94|GT84",0,0,0,0,0,1,2,0
"ABE37141.1|GT4",0,0,0,0,0,0,1,0
"ABE37610.1|GT0",0,2,0,1,0,2,3,2
"ABE38190.1|GT35",0,1,0,0,0,1,0,0
"ABE38868.1|GT4",0,1,1,0,1,0,1,0
"ABE38885.1|GT2",1,0,0,0,1,0,0,0
"ABE39037.1|GT83",0,0,0,0,1,0,1,0
"ABE39230.1|GH19",0,0,0,0,1,0,0,0
"ABE39732.1|GH103",0,0,0,0,0,0,0,1
"ABE40170.1|CE4",1,2,0,1,2,2,2,1
"ABE40280.1|GT0",0,1,0,1,0,0,1,0
"ABE40303.1|CE4",0,1,0,0,1,0,0,0
"ABE40709.1|CBM48|GH13_10",0,0,0,0,1,0,0,0
"ABE43907.1|GT4",0,0,0,0,0,0,1,0
"ABE44252.1|GT51",0,0,0,0,1,0,0,0
"ABE45887.1|GT2",0,0,0,0,0,0,0,1
"ABE45909.1|GT4",2,0,0,0,0,0,0,0
"ABE49657.1|GT41",0,4,5,1,2,4,3,2
"ABE50093.1|CBM50",1,0,0,0,1,0,0,0
"ABE50281.1|GH5",1,0,0,0,1,0,1,2
"ABE50282.1|GT4",0,3,2,2,1,1,5,3
"ABE50898.1|GH102",0,1,0,0,0,0,0,0
"ABE55418.1|CBM5|GH18",0,1,1,0,0,0,0,1
"ABE56198.1|CBM6",0,0,0,0,1,1,0,0
"ABE57383.1|GT30",0,0,0,0,0,1,0,0
"ABE57599.1|GH15",0,1,0,0,0,0,0,0
"ABE58532.1|GT4",0,0,0,0,1,1,0,0
"ABE58601.1|GT2",1,0,0,1,1,0,1,1
"ABE59338.1|GT41",0,0,0,0,1,0,0,0
"ABE61127.1|GT51",0,1,0,0,0,1,0,0
"ABE61307.1|GT4",0,0,0,0,0,1,0,0
"ABE61845.1|GH15",0,2,1,2,3,2,5,5
"ABE61932.1|GT83",0,0,0,0,1,0,0,0
"ABE62082.1|CE4",0,1,0,0,0,0,1,0
"ABE62282.1|GT35",0,0,0,0,1,0,0,1
"ABE62283.1|GH13_26",0,0,0,1,1,0,0,1
"ABE62284.1|CBM48|GH13_10",0,0,0,2,0,0,0,1
"ABE62285.1|CBM48|GH13_11",0,0,1,1,0,0,0,1
"ABE62287.1|GH13_16",0,0,0,0,0,0,0,1
"ABE62288.1|GH13_3",0,0,0,1,0,0,0,1
"ABE62289.1|GH77",0,0,0,1,0,0,0,1
"ABE62593.1|GH17|GT2",0,2,1,0,1,0,2,0
"ABE63225.1|CE4",0,0,0,0,0,0,0,1
"ABE63243.1|GH23",0,0,0,0,1,0,0,0
"ABE63313.1|GH94|GT84",0,0,0,0,0,0,1,1
"ABE63543.1|GT4",0,0,1,0,0,0,1,0
"ABE63658.1|GH23",0,0,0,0,0,1,0,0
"ABE63778.1|GT2",4,4,2,3,2,2,4,2
"ABE64009.1|GH15",0,0,0,0,0,0,0,1
"ABE64122.1|GT83",0,0,0,0,0,0,1,0
"ABE64342.1|GH15",0,1,1,0,1,1,2,1
"ABE64798.1|GH15",0,1,0,0,0,0,0,0
"ABE64961.1|GH65",0,0,0,0,1,0,0,1
"ABE87702.1|GT8",2,5,3,0,0,0,3,0
"ABE98181.1|CBM20",1,1,1,1,1,1,1,1
"ABF11616.1|GT2",0,1,0,0,0,0,0,0
"ABF11690.1|GT83|2.4.2.43",0,0,0,0,0,0,1,0
"ABF36173.1|GH23",0,1,1,0,1,1,2,0
"ABF39090.1|CE11",4,13,12,13,11,15,16,17
"ABF39169.1|GH146",2,8,10,6,7,7,10,10
"ABF39246.1|CBM48|GH13_10",0,2,0,2,0,0,0,1
"ABF39292.1|CE4",1,3,1,0,5,2,6,1
"ABF39322.1|GH5_13",4,7,7,6,7,11,5,10
"ABF39325.1|GH146",1,4,2,3,3,8,6,4
"ABF39333.1|GH51",2,7,7,6,9,7,5,12
"ABF39341.1|GT1",2,8,5,4,6,6,4,9
"ABF39392.1|GH31",0,1,1,0,1,1,1,1
"ABF39402.1|CE4|GH18|GT2",3,12,11,10,8,11,10,16
"ABF39431.1|GH9",0,4,2,3,1,5,4,4
"ABF39510.1|GT2",3,7,9,7,8,7,6,12
"ABF39519.1|GH92",0,2,3,2,2,3,3,4
"ABF39535.1|GH3",0,1,0,0,0,1,0,0
"ABF39554.1|CBM50|GH23",4,9,13,8,13,11,17,17
"ABF39584.1|GH2",2,3,2,5,3,4,6,6
"ABF39649.1|GH0",0,3,2,1,5,3,3,3
"ABF39655.1|GH31",0,1,1,0,2,0,0,1
"ABF39667.1|PL9_2",0,3,1,3,0,2,2,4
"ABF39669.1|GH36",3,5,4,5,5,6,9,10
"ABF39714.1|GH15",0,0,0,1,1,0,0,1
"ABF39728.1|GT21",3,10,8,11,11,13,9,13
"ABF39729.1|GT21",1,6,7,5,5,9,7,9
"ABF39730.1|GT83",2,9,6,7,9,6,11,9
"ABF39758.1|GH51",0,8,8,4,4,6,4,6
"ABF39819.1|GH0",0,1,1,2,1,0,1,0
"ABF39825.1|GT35",0,5,5,4,3,4,5,7
"ABF39901.1|GH31",1,8,9,4,10,5,7,11
"ABF39904.1|GH42",0,0,0,1,2,1,0,1
"ABF39919.1|GH130",2,8,7,7,11,6,6,10
"ABF39924.1|GH13_23",3,8,5,6,8,7,10,7
"ABF39947.1|GH36",3,5,2,2,3,4,6,7
"ABF39965.1|GH105",0,0,0,1,1,1,0,0
"ABF39966.1|GH67",0,2,1,1,1,1,1,3
"ABF40041.1|GT2",15,29,30,25,28,25,27,34
"ABF40068.1|GT51",5,10,14,13,13,7,11,15
"ABF40157.1|GH23",5,12,8,10,9,15,9,14
"ABF40267.1|GT4",2,9,10,8,9,9,9,18
"ABF40361.1|GH2",0,1,1,0,2,2,1,2
"ABF40448.1|GT2",5,7,4,6,8,8,5,9
"ABF40487.1|GH13_16",0,1,1,0,0,1,0,2
"ABF40488.1|GH77",4,7,9,5,9,5,9,9
"ABF40494.1|GH13",1,0,0,0,1,1,0,1
"ABF40504.1|GH13",0,3,4,1,3,5,7,8
"ABF40505.1|GH44",0,3,4,4,6,4,3,6
"ABF40518.1|GH57",6,9,7,10,8,11,7,13
"ABF40678.1|GH27",2,9,12,8,10,6,9,14
"ABF40689.1|GH116",0,2,2,1,4,1,3,4
"ABF40690.1|GH5_39",0,0,1,0,1,1,0,2
"ABF40836.1|GT2",6,14,9,11,11,12,10,16
"ABF40860.1|CE1",1,0,0,1,0,3,0,1
"ABF40957.1|GH31",0,0,0,0,1,0,0,1
"ABF40991.1|GH3",5,11,9,12,9,10,12,12
"ABF41025.1|GT0",1,3,0,2,2,1,1,2
"ABF41086.1|GT4",0,1,0,1,1,2,0,1
"ABF41111.1|GH3",1,2,2,1,1,2,1,1
"ABF41212.1|GT2",4,15,9,9,12,15,15,12
"ABF41287.1|GT2",5,12,8,8,9,19,13,15
"ABF41388.1|GH16",1,1,3,2,2,2,2,3
"ABF41536.1|GT19",5,12,9,8,9,8,12,14
"ABF41670.1|GT51",0,2,4,1,0,4,3,4
"ABF41678.1|GH9",1,5,2,2,4,3,4,7
"ABF41692.1|GH23",4,14,11,13,13,14,21,21
"ABF41736.1|GH20",0,1,0,0,0,0,2,0
"ABF41764.1|GH13_26",1,2,0,1,0,2,2,1
"ABF41765.1|GH77",6,12,9,10,7,12,13,20
"ABF41781.1|CE9",3,12,9,10,13,13,16,19
"ABF41808.1|GH15",0,1,1,0,1,0,1,1
"ABF41826.1|CE1",3,15,8,8,13,14,14,14
"ABF41881.1|CE14",5,9,6,9,8,8,8,11
"ABF41905.1|GT2",4,11,11,9,14,13,13,20
"ABF42052.1|GT35",1,3,1,2,2,1,2,2
"ABF42071.1|CBM6",0,3,2,3,2,4,2,4
"ABF42123.1|GH38",1,0,0,0,0,0,0,0
"ABF42246.1|CE1",2,6,5,4,6,4,2,7
"ABF42247.1|GH3",0,5,4,0,1,2,5,6
"ABF42250.1|GH27",1,3,2,3,5,8,5,5
"ABF42261.1|GT4",9,6,6,9,12,8,11,14
"ABF42264.1|GT0",5,5,6,6,5,4,4,9
"ABF42265.1|GT4",7,13,12,12,13,14,15,23
"ABF42267.1|GH0",3,2,6,4,6,5,4,7
"ABF42350.1|GT5",6,13,10,10,15,12,16,16
"ABF42434.1|CE14",4,11,8,8,10,7,8,15
"ABF42494.1|GH20",0,2,1,1,1,1,1,1
"ABF42500.1|GT4",0,2,1,1,1,1,3,1
"ABF42524.1|GH18",0,3,3,4,3,4,3,4
"ABF42630.1|GT28",4,10,10,8,12,8,10,15
"ABF42886.1|GH32",0,0,0,0,2,0,0,1
"ABF42975.1|GT83",6,14,11,14,9,7,8,13
"ABF43014.1|GH1",2,6,3,4,7,3,6,4
"ABF43015.1|GT2",1,6,6,5,5,8,8,5
"ABF43031.1|GT4",4,15,13,10,15,16,15,20
"ABF43037.1|GH23",5,10,10,11,12,11,11,13
"ABF43061.1|GH3",1,7,5,4,3,7,3,5
"ABF43080.1|GH0",1,6,4,5,6,5,4,5
"ABF43152.1|GH3",1,2,1,2,4,3,2,5
"ABF43153.1|GH30_3",0,1,1,0,1,1,1,1
"ABF43212.1|GT83",2,8,7,7,8,10,12,8
"ABF43231.1|GT51",6,15,13,15,17,21,17,20
"ABF43242.1|GH2",1,0,0,0,2,0,2,2
"ABF43387.1|PL9_2",2,5,4,2,4,6,7,9
"ABF43480.1|GT0",1,1,3,1,1,0,3,2
"ABF43484.1|GH2",0,1,1,0,0,0,0,0
"ABF43564.1|GH3",6,20,11,13,13,19,17,20
"ABF43609.1|GT4",3,5,11,8,7,8,6,12
"ABF43705.1|GH57",1,0,0,1,0,0,1,0
"ABF43717.1|GT30",5,15,10,9,12,13,13,12
"ABF43720.1|GT9",3,4,4,2,3,5,4,2
"ABF43727.1|GT41",10,12,11,7,15,18,18,18
"ABF43748.1|CE4",4,11,12,9,11,12,8,18
"ABF43939.1|GT4",0,0,0,0,1,1,0,0
"ABF44098.1|CBM51",0,3,1,0,2,2,2,1
"ABF44099.1|CBM51|CBM57",0,1,0,0,0,0,0,0
"ABF44102.1|GT4",0,0,0,0,0,0,1,0
"ABF44103.1|CBM51",0,5,1,2,3,6,2,5
"ABF44105.1|CBM51",0,1,2,0,1,0,2,0
"ABF44258.1|GH42|3.2.1.23",0,0,0,0,1,0,0,0
"ABF44362.1|GT20",0,0,0,0,0,1,0,0
"ABF44913.1|GH13_20",1,0,0,0,0,0,0,0
"ABF45683.1|CBM50",0,1,2,1,2,3,0,4
"ABF45811.1|CBM50",0,1,2,1,2,2,4,3
