"fgene","P1","P2","P3","P4","I1","I2","I3","I4"
"AVL54872.1|CE4",0,0,0,0,0,1,2,1
"AVL70398.1|CBM50|GH23",0,1,0,0,0,0,0,0
"AVL75923.1|GH23",0,0,0,1,1,1,0,0
"AVL77053.1|GH73",1,0,0,0,0,0,0,0
"AVL77342.1|GH0",0,0,0,0,0,1,0,0
"AVL82329.1|GH0",0,1,0,0,0,0,0,0
"AVL96398.1|CE14",22,71,37,38,77,60,74,44
"AVL96442.1|GH20",15,42,31,29,36,39,41,47
"AVL99326.1|CE1",1,0,0,0,0,0,0,0
"AVM01012.1|GT87",0,0,0,0,0,1,0,0
"AVM01947.1|GT53",0,0,1,0,1,0,0,0
"AVM02271.1|CE9",0,0,0,0,0,1,0,0
"AVM02316.1|GT87",0,0,0,2,0,1,0,0
"AVM10894.1|GH0",0,1,0,0,0,0,0,0
"AVM22652.1|CE7",0,0,0,0,0,0,0,1
"AVM23600.1|CBM50",0,1,1,0,0,0,0,0
"AVM24108.1|CBM50",0,0,0,0,0,0,0,1
"AVM41566.1|CBM1|GH5_5",0,1,0,0,0,0,0,0
"AVM42065.1|CE9",1,1,0,0,1,1,0,0
"AVM43180.1|GH71",1,1,0,0,0,0,0,0
"AVM43634.1|CBM67",1,1,2,2,1,2,1,1
"AVM43839.1|CE7",0,3,3,2,3,0,2,1
"AVM44410.1|GH151",0,0,0,0,2,1,0,0
"AVM44715.1|GH36",0,0,0,0,0,0,1,0
"AVM44882.1|GH39",0,0,1,0,0,0,0,0
"AVM44933.1|GH39",0,0,0,0,1,1,0,0
"AVM44993.1|GH2",0,0,0,0,1,1,0,0
"AVM45055.1|CE7",0,0,0,0,1,0,0,0
"AVM45112.1|GH2",0,1,0,0,0,1,0,1
"AVM45203.1|GH106",0,1,0,0,0,1,0,0
"AVM45511.1|PL12",0,1,0,0,0,0,0,0
"AVM45741.1|GH0",0,0,0,0,1,0,0,0
"AVM45809.1|GH2",0,1,1,0,0,1,0,0
"AVM45996.1|GH36",0,1,1,0,0,0,1,0
"AVM46102.1|GH39",0,1,0,0,0,2,0,0
"AVM46468.1|GH33",1,0,0,0,0,0,0,0
"AVM46508.1|GH120",0,0,1,0,0,0,0,0
"AVM46891.1|GH110",0,0,1,0,1,0,0,1
"AVM46955.1|GH2",0,1,0,0,0,1,0,1
"AVM46987.1|GH110",0,1,0,0,0,0,0,0
"AVM46991.1|GH0",0,0,0,0,0,0,0,1
"AVM46992.1|GH28",0,1,0,0,0,0,0,0
"AVM48486.1|GT2",1,3,5,3,2,4,5,4
"AVM48688.1|CBM50",0,0,0,1,0,1,0,1
"AVM49129.1|GH109",0,1,0,0,1,1,1,1
"AVM51177.1|GH109",0,1,0,0,0,0,0,0
"AVM51886.1|CBM50",6,12,15,5,9,3,10,8
"AVM53026.1|CE1",0,1,0,0,0,0,1,0
"AVM54023.1|PL8_3",0,0,0,0,0,1,0,1
"AVM55139.1|GH65",31,88,58,48,83,62,91,73
"AVM55772.1|PL0",0,1,0,0,0,0,1,0
"AVM57087.1|CBM50",2,3,1,5,3,2,2,1
"AVM57814.1|PL8_3",0,1,1,1,0,6,3,3
"AVM58192.1|CE1",2,1,2,2,3,3,2,5
"AVM58296.1|GH105",1,0,0,0,0,0,0,0
"AVM61293.1|CBM32|CBM51|GH101",0,1,0,0,0,0,0,0
"AVM61569.1|CBM50",1,0,0,0,0,0,1,0
"AVM61584.1|GT0",0,1,1,0,0,0,1,0
"AVM62264.1|GT51",0,1,2,1,3,1,1,2
"AVM62487.1|CBM32|GH20",0,1,0,0,1,0,0,1
"AVM62929.1|GH23",0,0,0,0,0,0,0,1
"AVM62930.1|GT39",0,1,0,0,0,0,0,0
"AVM63326.1|GT4",1,2,0,0,0,0,1,0
"AVM63998.1|GT51",0,0,0,0,1,0,0,0
"AVM64075.1|GT87",0,0,1,0,0,0,0,0
"AVM64581.1|GT2",2,1,2,0,0,0,0,0
"AVM66250.1|GH23",0,0,0,0,0,0,1,0
"AVM68454.1|GT0",0,0,0,1,0,0,3,0
"AVM72944.1|GT9",0,0,0,0,0,1,0,0
"AVM73182.1|GT4",0,0,1,0,0,0,0,1
"AVM73506.1|GT2",0,0,1,0,0,0,0,0
"AVM73715.1|GH3",0,0,0,0,1,0,0,0
"AVM75412.1|GT51",0,0,0,0,0,0,1,0
"AVM75716.1|GT4",0,0,0,0,1,0,0,0
"AVM77071.1|GT26",0,0,1,0,1,0,0,0
"AVM77085.1|GT4",2,3,3,3,2,0,3,1
"AVM77618.1|GH3",0,0,0,0,0,1,0,0
"AVM78569.1|GH17|GT2",0,0,0,0,0,0,0,1
"AVM79315.1|GT51",0,0,0,0,0,1,0,1
"AVM79471.1|GT4",0,0,0,0,1,1,0,0
"AVM79619.1|GT4",0,0,0,0,0,1,0,0
"AVM79811.1|GT4",0,0,0,0,0,1,0,0
"AVO01214.1|CE9",0,0,0,1,0,0,0,0
"AVO20569.1|AA1_3",0,1,1,1,1,0,1,0
"AVO34470.1|CBM50",0,0,0,0,1,0,0,0
"AVO34472.1|GT41",1,2,1,2,3,0,3,2
"AVO35966.1|GT83",0,0,2,0,0,0,0,0
"AVO35998.1|GT41",0,4,4,0,3,0,5,2
"AVO37102.1|GT2",0,0,0,0,1,0,1,0
"AVO38688.1|CE4",0,1,1,0,0,0,1,0
"AVO39019.1|GT2",1,0,0,0,0,0,0,0
"AVO40459.1|GT2",0,1,0,0,0,0,1,0
"AVO41239.1|CBM48|GH13_9",0,0,0,0,1,0,0,0
"AVO41703.1|GH103",0,0,0,0,0,0,1,0
"AVO44631.1|GT28",0,0,0,0,1,0,0,1
"AVO44857.1|CBM50",0,1,0,0,0,1,1,0
"AVO45385.1|GT83",0,0,0,0,1,0,2,0
"AVO45531.1|GT2|GT4",0,1,1,1,0,1,0,1
"AVO45568.1|GT22",0,0,0,0,0,0,1,0
"AVO45724.1|GH23",0,0,0,1,0,0,0,0
"AVO46001.1|GT41",0,0,1,0,0,0,1,0
"AVO47202.1|CE4",0,0,0,0,0,1,0,1
"AVO47565.1|GH10",0,1,0,0,0,0,0,0
"AVO47797.1|CE4",0,0,0,0,0,1,0,0
"AVO48336.1|GT2",0,0,0,0,1,0,0,0
"AVO48473.1|CBM50",0,3,2,2,2,2,4,2
"AVO48758.1|GT2|GT4",0,1,0,2,1,0,2,0
"AVO49539.1|GH18",3,7,5,5,9,6,6,11
"AVO50960.1|GT2",0,1,1,0,0,0,0,0
"AVO53849.1|CBM50",0,0,0,0,0,0,1,0
"AVO54523.1|GT26",0,1,1,0,1,0,1,0
"AVO61307.1|GT4",0,1,0,0,0,0,0,0
"AVO77950.1|GH0",0,0,0,1,0,0,0,1
"AVO85076.1|GH0",0,1,0,0,1,0,0,0
"AVP02955.1|CBM50",1,0,0,0,0,0,0,0
"AVP27637.1|AA3_4",2,4,2,2,1,4,6,3
"AVP53880.1|CBM50",0,0,0,0,0,1,0,0
"AVP54833.1|CBM50",0,0,2,0,0,0,0,0
"AVP56641.1|GT4",0,1,2,0,0,3,0,1
"AVP57112.1|CBM50",0,2,2,1,2,1,2,2
"AVP57694.1|GH103",0,0,0,0,0,0,2,0
"AVP57834.1|GT5",0,0,0,0,0,0,1,0
"AVP58841.1|GT2|GT4",2,2,3,4,2,0,4,4
"AVP61524.1|CBM50",0,0,0,0,1,0,0,0
"AVP64960.1|CBM50",0,0,0,0,0,0,1,0
"AVP66418.1|GT26",0,1,0,1,1,1,0,1
"AVP67194.1|GT2",0,0,0,1,1,1,0,1
"AVP67195.1|GT0",0,1,0,0,0,0,0,0
"AVP68917.1|GT2",0,1,0,0,1,1,0,1
"AVP70043.1|GT87",0,0,0,0,0,0,1,0
"AVP83406.1|CBM5|GH18",0,0,0,0,1,0,0,0
"AVP88826.1|GT51",0,1,0,0,0,0,0,0
"AVP89298.1|GT83",0,0,0,0,0,0,0,1
"AVP93394.1|GT2",0,0,0,0,1,0,0,0
"AVP93484.1|CBM50",0,1,0,0,0,0,1,0
"AVP95184.1|CBM50",0,0,0,0,0,0,0,1
"AVP95826.1|CE12",2,2,0,0,1,1,1,0
"AVP95923.1|CE11",0,0,0,0,0,1,0,0
"AVP96370.1|GT4",1,1,1,0,0,0,0,2
"AVP96400.1|GH0",0,8,1,5,2,1,5,3
"AVP96943.1|CBM50",0,0,0,0,1,0,0,0
"AVP97183.1|GH5",2,13,7,5,15,5,17,8
"AVP97487.1|GT2|GT4",0,0,0,0,0,0,1,0
"AVP97849.1|CE4",1,4,2,2,2,2,3,4
"AVP97997.1|CBM20|GH13_2",0,1,2,1,3,0,0,3
"AVP98142.1|GT2",0,0,0,0,0,1,0,0
"AVP98324.1|GT2",1,1,1,1,0,0,1,1
"AVP98921.1|CBM8|GH44",0,0,0,0,0,1,0,0
"AVP99887.1|GT4",0,2,1,0,1,0,0,0
"AVQ00162.1|GH1",0,1,0,0,0,0,0,0
"AVQ00933.1|GH103",0,0,1,0,0,1,1,0
"AVQ01103.1|GH47",0,0,0,2,1,0,0,1
"AVQ01679.1|CBM50",0,0,0,0,0,0,1,0
"AVQ01997.1|GH78",0,0,0,1,0,0,0,0
"AVQ02044.1|GH29",0,1,0,0,0,0,0,0
"AVQ02206.1|CBM51|GH27",0,0,0,0,0,1,0,0
"AVQ03384.1|GH2",0,0,0,0,0,0,1,0
"AVQ03387.1|GH43_11",0,1,0,0,0,0,0,0
"AVQ03950.1|GT83",0,0,0,0,0,1,0,0
"AVQ03984.1|GH65",3,0,0,0,0,0,0,1
"AVQ08456.1|GT2",0,0,0,0,0,0,0,1
"AVQ11120.1|CBM50",0,0,0,0,0,0,1,0
"AVQ11642.1|GT2",0,0,0,0,0,1,0,0
"AVQ12188.1|GT4",0,0,0,0,1,0,0,0
"AVQ18376.1|CBM50",0,0,0,0,1,0,0,1
"AVQ19971.1|CE9",0,0,0,0,0,1,0,0
"AVQ20887.1|CE4",1,1,1,0,0,1,0,0
"AVQ21658.1|CE9",1,0,0,0,0,0,1,0
"AVQ22313.1|GT30",0,0,1,0,2,0,0,0
"AVQ25332.1|GT2",0,0,0,0,1,0,0,0
"AVQ26185.1|GT30",0,0,0,0,1,1,0,0
"AVQ27312.1|GT2",40,81,67,37,65,58,96,66
"AVQ32077.1|CE4|GT4",0,0,0,0,1,0,0,0
"AVQ32685.1|GH73",0,0,0,0,0,1,0,0
"AVQ33948.1|GH0",1,0,0,1,3,1,1,1
"AVQ35023.1|CE9",0,0,0,1,0,0,0,0
"AVQ35165.1|GT4",0,0,0,1,0,0,0,1
"AVQ35632.1|GH23",0,0,0,0,0,1,0,0
"AVQ35800.1|GH23",0,0,1,0,0,0,0,0
"AVQ36157.1|CBM50",0,0,0,0,0,0,1,0
"AVQ41645.1|AA1",4,13,17,10,14,12,19,16
"AVQ42768.1|GH18",0,0,0,1,0,0,0,0
"AVQ44413.1|GT2",1,0,1,1,0,1,1,1
"AVQ47937.1|GT4",1,0,0,0,0,0,1,0
"AVQ47958.1|GT2",0,0,0,0,0,1,0,0
"AVQ52723.1|CBM50",0,1,0,0,0,0,1,1
"AVQ52996.1|GH18",0,0,0,1,0,0,0,0
"AVQ70519.1|CBM50",0,0,1,0,0,0,1,0
"AVQ70644.1|GT2",0,0,0,0,0,0,0,1
"AVQ71375.1|CBM50",0,1,1,0,0,0,1,0
"AVQ72936.1|GT2",0,1,1,1,0,0,1,1
"AVQ79842.1|GH13_16",0,0,0,0,0,1,0,0
"AVQ79846.1|GH13_26|GH77",0,1,1,1,0,0,1,1
"AVQ80354.1|GT2",17,65,50,25,55,56,66,46
"AVQ80383.1|CBM50",0,2,1,0,0,1,1,0
"AVQ80460.1|GH16",0,0,1,0,0,0,0,0
"AVQ80576.1|GT2",0,1,0,0,0,0,0,0
"AVQ80593.1|CE4",1,1,1,0,1,1,2,0
"AVQ81642.1|GH108",0,0,0,0,0,0,0,1
"AVQ81781.1|GT83",0,2,0,0,0,0,0,0
"AVQ81819.1|GT41",0,0,0,0,1,0,0,2
"AVQ82221.1|GT4",0,0,0,1,0,0,0,0
"AVQ82491.1|CBM13",0,1,0,0,0,0,0,0
"AVQ87169.1|CBM5|GH18",0,1,0,0,0,0,0,0
"AVQ98908.1|CE4",0,1,0,0,0,0,0,0
"AVQ99884.1|CE9",0,2,1,3,0,2,2,1
"AVR00455.1|CE7",2,3,4,2,5,3,2,5
"AVR04030.1|GH0",0,4,4,0,0,0,5,3
"AVR04211.1|GT2",5,24,13,13,21,13,25,13
"AVR05322.1|GT2",1,3,0,0,0,0,1,0
"AVR14403.1|GH0",0,0,0,2,1,0,1,0
"AVR15912.1|GT41",0,2,1,0,1,0,1,1
"AVR15913.1|GT41",0,0,0,0,0,0,2,0
"AVR19332.1|GT2",1,0,0,0,0,0,0,0
"AVR20755.1|GT41",0,1,0,0,1,0,0,0
"AVR21324.1|GT2",0,0,0,1,0,0,0,0
"AVR43989.1|GH3",0,2,0,1,0,0,0,0
"AVR44446.1|GH130",0,0,1,0,0,0,0,0
"AVR44606.1|GH140",0,0,0,0,0,1,0,0
"AVR45586.1|GH43_19|GH43_34",0,1,1,1,0,0,0,0
"AVR45600.1|GH43_18",5,21,12,6,15,16,15,11
"AVR45655.1|CE8",0,0,0,0,0,0,1,0
"AVR46226.1|GH51",0,0,0,1,0,0,0,1
"AVR46394.1|GH3",0,1,0,0,0,0,0,0
"AVR46413.1|GT2",0,0,0,0,1,0,0,0
"AVR46614.1|GT4",11,12,10,14,10,5,10,15
"AVR81365.1|GH0",0,1,0,0,1,0,1,0
"AVR87866.1|GT28",1,0,0,0,0,0,0,0
"AVR88845.1|GH23",0,0,0,1,1,1,1,1
"AVR89788.1|AA4",0,2,0,2,0,0,2,1
"AVR89803.1|AA4",0,4,2,1,5,3,3,3
"AVR94304.1|GT0",0,1,2,0,0,0,1,1
"AVR94779.1|GT4",0,1,0,0,0,0,0,0
"AVR94867.1|GH109",0,0,0,0,0,1,0,0
"AVR95275.1|GT51",0,1,0,0,0,0,0,0
"AVR95300.1|GT30",0,0,0,0,1,0,0,0
"AVR95342.1|CBM20|CBM25|GH119",0,0,0,0,0,0,1,0
"AVR95844.1|GH18",0,0,1,2,0,0,2,1
"AVR95979.1|GT2",0,0,0,0,0,1,0,0
"AVR95985.1|GT4",0,1,0,0,0,0,0,0
"AVR96311.1|GT4",1,0,0,0,0,0,0,0
"AVR96866.1|AA4",2,2,1,4,6,2,1,3
"AVR97772.1|GH27",0,1,0,0,0,0,0,0
"AVR98148.1|GH73",0,0,0,0,0,0,1,0
"AVR98463.1|GH24",1,0,0,0,0,0,0,0
"AVR98508.1|CE12",0,0,0,1,0,0,0,0
"AVR98515.1|GH102",0,0,0,0,1,0,0,0
"AVR99387.1|GH1",0,0,0,1,0,0,0,0
"AVS64847.1|GT0",0,0,0,0,0,0,1,0
"AVS65719.1|GT0|GT2",0,1,1,0,0,1,1,0
"AVS68101.1|GH0",1,1,0,1,0,1,2,2
"AVS68432.1|GT2",0,0,1,0,0,0,0,0
"AVS68595.1|GH135",0,0,0,0,0,0,1,0
"AVS70013.1|GT2",0,0,0,0,1,0,0,0
"AVS73040.1|GT0",0,0,0,0,0,0,1,0
"AVS75651.1|GT2|GT4",1,4,2,1,5,0,4,3
"AVS75910.1|GT41",0,1,1,1,1,0,0,0
"AVS80936.1|GH94|GT84",0,0,0,0,0,0,1,0
"AVS89253.1|GH31",2,0,0,0,1,0,0,0
"AVS89684.1|GT2|GT4",0,0,0,0,0,1,0,0
"AVS90835.1|CBM32",0,1,0,0,0,0,0,0
"AVS92524.1|PL3_1",0,7,1,0,2,3,4,2
"AVS96950.1|GT0|GT2",0,1,0,0,0,1,0,1
"AVS97812.1|PL3_1",0,4,2,3,4,1,1,5
"AVT03480.1|GH31",0,1,0,0,0,0,0,1
"AVT03820.1|GT2|GT4",0,0,0,0,0,0,1,0
"AVT04852.1|PL3_1",1,2,2,2,3,2,0,2
"AVT10733.1|GT2|GT4",0,0,0,0,1,0,0,0
"AVT11200.1|GT2",0,1,0,0,0,0,1,0
"AVT13883.1|GT2|GT4",0,0,0,0,0,0,1,0
"AVT13909.1|CBM50",0,1,0,0,0,0,0,0
"AVT19000.1|PL3_1",0,2,0,1,0,1,1,1
"AVT19402.1|GH135",0,0,0,1,0,0,1,1
"AVT19957.1|GH0",0,0,0,1,1,0,0,0
"AVT19965.1|GH0",0,7,3,4,4,4,6,9
"AVT28267.1|CBM32",0,0,0,0,1,1,0,1
"AVT28355.1|CBM32",1,1,0,0,1,1,0,0
"AVT28357.1|CBM42",1,4,3,3,4,3,3,1
"AVT28514.1|GT87",0,0,0,0,0,0,0,1
"AVT28568.1|GT4",0,0,0,0,1,0,0,1
"AVT28574.1|CBM2|CE3",0,0,0,0,0,0,1,0
"AVT29363.1|GT28",4,6,5,3,7,4,6,5
"AVT29369.1|GT9",0,0,0,0,1,1,0,0
"AVT29437.1|GT0",0,1,1,1,1,0,1,0
"AVT29474.1|GH20",0,0,0,0,1,0,0,1
"AVT29486.1|CBM32|GH87",0,0,1,1,0,0,0,0
"AVT30070.1|GH23",1,0,0,1,1,0,0,1
"AVT30508.1|CBM9|CE14",1,3,0,0,1,0,1,1
"AVT30516.1|GT4",0,0,0,1,0,0,1,0
"AVT30754.1|CBM2",0,1,0,0,1,1,0,0
"AVT30939.1|GT26",0,0,1,0,0,0,0,0
"AVT30941.1|GH88",0,1,0,0,0,0,0,0
"AVT31225.1|GT2",0,1,0,0,0,0,0,0
"AVT32528.1|CBM2",0,2,2,1,1,3,2,1
"AVT32641.1|GT4",0,0,0,0,0,0,0,1
"AVT33046.1|CE7",0,0,0,0,0,0,1,0
"AVT33264.1|CBM32",1,1,0,0,0,0,3,0
"AVT33716.1|GT2",0,0,0,0,0,0,0,1
"AVT34461.1|GT83",0,1,0,0,1,0,0,0
"AVT34606.1|GH65",0,0,0,0,0,0,0,1
"AVT34994.1|CBM6",1,0,0,0,0,0,0,0
"AVT35352.1|GH146",0,1,0,0,0,0,0,0
"AVT35642.1|CBM2|CE3",0,0,0,0,0,0,1,0
"AVT35783.1|GT9",1,0,0,0,0,0,0,0
"AVT35892.1|CBM32|GH87",0,0,1,0,0,0,0,0
"AVT36202.1|GH18",0,0,1,0,0,1,1,1
"AVT36379.1|CBM66|PL1",0,1,1,1,0,0,0,0
"AVT36800.1|CBM32|CBM6",0,0,0,1,0,0,0,0
"AVT36837.1|GT4",0,1,0,1,0,0,0,0
"AVT36845.1|CBM9|CE14",0,0,1,1,1,0,1,0
"AVT37146.1|GT87",1,1,1,1,0,2,1,0
"AVT37275.1|CBM22|CBM2|CBM9|GH10",0,0,0,0,0,0,1,0
"AVT37436.1|CBM2",0,2,0,0,2,3,0,2
"AVT37552.1|CBM50",1,0,0,0,0,0,0,1
"AVT38190.1|CBM2|CE3",0,1,0,0,1,0,0,0
"AVT38274.1|CBM2",0,0,0,0,0,1,1,0
"AVT38404.1|CBM42",4,14,15,10,14,17,16,13
"AVT38407.1|CBM32",0,0,0,1,0,0,0,0
"AVT38496.1|CBM32",0,1,0,0,0,0,0,0
"AVT38497.1|CBM6",0,0,1,0,0,0,1,0
"AVT38540.1|GH0",0,2,0,1,1,0,2,0
"AVT38595.1|CBM2|CE1",0,0,0,0,0,0,1,0
"AVT38701.1|GH0",0,1,0,0,0,0,0,0
"AVT39206.1|CBM2",1,6,1,0,1,2,5,1
"AVT40043.1|CE1",0,1,0,1,1,2,0,1
"AVT40270.1|CBM2|CE4",0,0,0,0,1,0,0,0
"AVT40561.1|CBM32",0,0,0,0,0,0,2,0
"AVT40696.1|GH88",1,0,0,0,0,0,0,0
"AVT40829.1|CBM32",1,1,0,1,0,0,0,0
"AVT40907.1|CE7",0,1,0,1,0,1,1,1
"AVT41103.1|PL1_2",0,0,0,0,0,0,1,0
"AVT41132.1|GH16",0,1,0,0,0,1,0,0
"AVT41360.1|GT83",0,1,0,1,0,0,0,0
"AVT41542.1|GH43_29",0,1,0,1,0,1,1,1
"AVT42090.1|GT4",0,0,0,0,0,0,1,0
"AVT46894.1|CBM50",0,1,0,0,1,0,0,0
"AVT49031.1|GH109",0,1,1,1,0,0,0,0
"AVT74969.1|GH103",0,1,0,0,0,0,0,1
"AVT76940.1|CBM50",0,0,1,0,0,0,0,0
"AVT77148.1|CE4",0,1,0,0,0,0,0,0
"AVT77733.1|GH77",0,0,0,0,0,0,1,0
"AVT77994.1|GT41",0,0,0,1,1,1,0,0
"AVT78066.1|GT9",0,0,0,0,0,0,0,1
"AVT79233.1|GT0",0,1,1,0,1,0,0,1
"AVT79260.1|GT5",0,1,0,0,0,0,1,0
"AVT79409.1|GT51",0,0,0,0,0,0,0,1
"AVT80720.1|CE4",0,1,0,0,0,0,0,0
"AVT81463.1|GT2",0,1,0,0,0,0,0,0
"AVT82252.1|CBM48|GH13_11",0,0,2,0,0,0,0,0
"AVT82552.1|GH77",0,0,0,1,0,0,0,0
"AVT99357.1|CBM32",0,0,1,0,0,0,0,0
"AVU03026.1|CBM32",0,0,0,0,0,0,0,1
"AVU09141.1|CBM50",0,0,0,0,1,0,0,0
"AVU21368.1|GH0",0,0,0,0,0,1,0,1
"AVU36025.1|GH73",0,1,0,0,0,0,0,0
"AVU36171.1|GH2",3,0,1,1,3,1,2,2
"AVU41129.1|GH73",0,0,1,1,0,1,1,1
"AVU41272.1|GH2",4,5,4,5,1,1,5,6
"AVU74048.1|CBM50",0,1,1,0,0,0,0,0
"AVU76663.1|GH0",1,2,3,0,1,0,2,1
"AVV33199.1|GT2",0,0,0,0,1,0,1,0
"AVV33513.1|GT26",1,6,2,4,7,4,8,9
"AVV35236.1|GT2",0,2,2,0,1,2,1,0
"AVV37563.1|GH73",0,1,0,0,0,1,0,0
"AVV37683.1|CBM50",0,0,1,0,0,0,0,0
"AVV41432.1|GT2",0,2,1,2,0,0,0,1
"AVV41872.1|CBM0",0,0,3,1,2,0,1,0
"AVV41980.1|CE9",0,1,0,0,0,0,0,0
"AVV42024.1|CBM2|GH5_1",0,1,0,0,0,0,2,0
"AVV42235.1|CBM50|GH23",0,0,1,0,0,0,0,0
"AVV42530.1|GH0",0,0,0,0,0,0,1,1
"AVV42853.1|GT87",0,1,1,1,0,0,0,1
"AVV43419.1|GH23",0,0,0,0,0,0,0,1
"AVV43488.1|AA10",1,3,1,1,1,1,1,0
"AVV44135.1|GT2",0,0,0,0,0,0,0,1
"AVV44150.1|GH15",1,0,0,1,0,1,0,2
"AVV44297.1|CBM13",1,1,0,3,0,2,2,3
"AVV45175.1|CBM16|GH136",0,0,2,0,0,0,1,0
"AVV45199.1|CBM13|CBM32|GH29",0,1,0,0,0,0,0,0
"AVV45724.1|GT4",0,0,0,0,1,0,1,0
"AVV45972.1|GH136",0,1,1,1,0,0,0,1
"AVV46556.1|CBM13",3,3,2,3,4,1,0,3
"AVV47194.1|CBM13|GH74",0,0,0,0,1,0,0,1
"AVV47885.1|CBM13",0,0,0,1,0,1,0,0
"AVV50168.1|GT2",0,0,0,0,0,1,0,0
"AVV50843.1|GT89",0,0,0,0,0,0,1,0
"AVV55358.1|GH39",1,0,1,0,0,0,1,0
"AVV55535.1|GH30_3",0,0,0,0,0,0,1,0
"AVV56246.1|GT2|GT4",0,0,1,0,1,0,1,0
"AVV56260.1|CBM54",1,0,0,0,0,0,0,0
"AVV57957.1|CE9",0,3,0,3,0,0,1,0
"AVV58836.1|CE4",0,0,0,0,1,0,2,0
"AVV59706.1|CE7",0,0,0,0,0,1,0,0
"AVV78660.1|GT4",4,19,8,10,16,11,13,12
"AVV79222.1|GT0",0,1,1,0,1,0,1,0
"AVV86094.1|GH109",0,1,0,0,0,0,0,0
"AVV91908.1|GT8",0,0,0,1,0,0,0,1
"AVV94813.1|CBM50",1,0,0,0,0,0,0,0
"AVV99865.1|CBM50",0,1,0,0,0,0,0,0
"AVW02607.1|CBM50",0,0,0,0,0,0,0,1
"AVW06143.1|CBM50",0,0,0,0,0,0,1,0
"AVW07926.1|CBM50",0,0,0,1,0,0,0,1
"AVW08456.1|CBM50|GH23",0,0,0,0,2,1,3,2
"AVW10674.1|CBM50",2,5,3,2,2,0,7,4
"AVW11126.1|CBM50",2,2,2,0,5,3,4,4
"AVW11127.1|CBM50|GH23",0,2,0,0,1,2,2,0
"AVW11285.1|GH25",0,1,0,0,2,0,1,0
"AVW90336.1|GT83",0,0,0,1,1,0,0,0
"AVW92953.1|CE4",0,1,0,0,0,0,0,0
"AVW92988.1|GT2",0,0,0,0,0,0,0,1
"AVX05029.1|CBM50",1,0,0,0,0,0,0,0
"AVX06119.1|GH0",1,3,3,0,3,5,4,3
"AVX06649.1|CBM50",7,17,12,17,14,15,16,17
"AVX08078.1|CE4",0,0,0,0,0,1,0,1
"AVX08973.1|CBM50",0,0,0,0,1,1,1,0
"AVX09134.1|CBM50",0,0,1,0,0,0,0,0
"AVX11878.1|CBM50",0,0,0,1,0,0,0,0
"AVX19229.1|GH23",1,0,1,0,0,0,0,0
"AVX19336.1|GH18",1,1,0,0,1,0,0,0
"AVX19732.1|GH133",0,2,0,2,0,4,1,3
"AVX19943.1|PL12_3",0,0,0,0,0,0,0,1
"AVX20440.1|GT4",0,0,0,1,0,0,1,1
"AVX20450.1|GT4",0,0,0,0,1,0,0,0
"AVX26159.1|GH103",0,0,1,1,0,0,0,0
"AVX29984.1|GH65",0,2,1,0,1,1,3,1
"AVX30016.1|GT4",0,1,0,0,1,1,0,0
"AVX30143.1|GH133",1,0,2,2,3,1,6,3
"AVX30862.1|GT4",0,0,0,0,1,0,1,0
"AVX31478.1|GT4",0,0,0,1,0,0,0,0
"AVX31730.1|CE14",0,3,1,1,2,1,0,1
"AVX33738.1|GH0",0,0,0,0,0,0,1,0
"AVX90384.1|GT2|GT4",0,0,0,0,0,0,1,0
"AVX90387.1|GT2|GT99",0,0,0,0,1,0,1,0
"AVY66045.1|GH29",0,0,0,0,0,0,0,1
"AVY66555.1|CBM32",0,1,1,1,2,0,2,0
"AVY68043.1|GT2",0,0,0,0,0,0,1,0
"AVY94097.1|CBM50",0,0,0,0,0,1,0,0
"AVY94146.1|GT2",0,0,0,0,0,2,0,0
"AVY94234.1|GT2",0,0,0,0,0,0,1,0
"AVY94562.1|GT104",0,2,2,2,1,1,1,2
"AVY95043.1|GT83",1,1,0,0,1,0,1,0
"AVY96214.1|CBM50|GH23",1,0,0,0,0,0,0,0
"AVY96509.1|GH13_29",1,0,0,0,0,0,0,0
"AVY96841.1|GH127",1,0,0,0,0,0,0,0
"AVY97158.1|GH1",1,0,0,0,0,0,0,0
"AVY97279.1|CBM48|GH13_11",1,0,0,0,0,0,0,0
"AVY97466.1|GT51",1,0,0,0,0,0,0,0
"AVY97882.1|CBM50",1,0,0,0,0,0,0,0
"AVY98153.1|GH4",1,0,0,0,0,0,0,0
"AVY98455.1|GT2",1,0,0,0,0,0,0,0
"AVY98694.1|GH23",1,0,0,0,0,0,0,0
"AVY98844.1|GH65",1,0,0,0,0,0,0,0
"AVY99462.1|CBM50",1,0,0,0,0,0,0,0
"AVY99494.1|GH73",1,0,0,0,0,0,0,0
"AVY99714.1|GH1",1,0,0,0,0,0,0,0
"AVY99867.1|GH94|GT84",1,0,0,0,0,0,0,0
"AVZ00039.1|GH2",1,0,0,0,0,0,0,0
"AVZ00284.1|GT20",1,0,0,0,0,0,0,0
"AVZ14602.1|GT2",1,3,1,0,0,0,1,0
"AVZ15645.1|GH0",0,0,1,0,0,1,0,1
"AVZ16042.1|CE9",0,1,0,0,0,0,0,0
"AVZ29667.1|GT83",0,0,1,0,0,0,0,0
"AVZ30465.1|PL0",0,4,0,0,2,1,1,1
"AVZ30881.1|GH18",4,6,4,0,1,6,5,4
"AVZ31071.1|GH65",0,0,0,0,0,0,1,1
