mOTU	P1	P2	P3	P4	I1	I2	I3	I4
OTU662	0	0	0	0	0	0	0	0
OTU663	0	0	0	0	0	0	0	0
OTU664	0	0	0	0	0	0	0	0
OTU665	0	0	0	0	0	0	0	0
OTU666	0	0	0	0	0	0	0	0
OTU667	0	0	0	0	0	0	0	0
OTU668	0	0	0	0	0	0	0	0
OTU669	0	0	0	0	0	0	0	0
OTU670	0	0	0	0	0	0	0	0
OTU671	0	0	0	0	0	0	0	0
OTU672	0	0	0	0	0	0	0	0
OTU673	0	0	0	0	0	0	0	0
OTU674	0	0	0	0	0	0	0	0
OTU675	0	0	0	0	0	0	0	0
OTU676	0	0	0	0	0	0	0	0
OTU677	0	0	0	0	0	0	0	0
OTU678	0	0	0	0	0	0	0	0
OTU679	0	0	0	0	0	0	0	0
OTU680	0	0	0	0	0	0	0	0
OTU681	0	0	0	0	0	0	0	0
OTU682	0	0	0	0	0	0	0	0
OTU683	0	0	0	0	0	0	0	0
OTU684	0	0	0	0	0	0	0	0
OTU685	0	0	0	0	0	0	0	0
OTU686	0	0	0	0	0	0	0	0
OTU687	0	0	0	0	0	0	0	0
OTU688	0	0	0	0	0	0	0	0
OTU689	0	0	0	0	0	0	0	0
OTU690	0	0	0	0	0	0	0	0
OTU691	0	0	0	0	0	0	0	0
OTU692	0	0	0	0	0	0	0	0
OTU693	0	0	0	0	0	0	0	0
OTU694	0	0	0	0	0	0	0	0
OTU695	0	0	0	0	0	0	0	0
OTU696	0	0	0	0	0	0	0	0
OTU697	0	0	0	0	0	0	0	0
OTU698	8	4	4	8	5	5	3	6
OTU699	4	3	3	2	2	2	3	2
OTU700	0	0	0	0	0	0	0	0
OTU701	0	0	0	0	0	0	0	1
OTU702	0	0	0	0	0	0	0	0
OTU703	0	0	0	0	0	0	0	0
OTU704	0	0	0	0	0	0	0	0
OTU705	2	0	0	0	0	0	0	0
OTU706	0	0	0	1	0	0	0	0
OTU707	1	2	0	1	1	0	0	0
OTU708	0	1	0	0	0	0	1	0
OTU709	5	3	1	2	1	0	1	1
OTU710	0	0	0	0	0	0	0	0
OTU711	0	0	0	0	0	0	0	0
OTU712	0	0	0	0	0	0	0	0
OTU713	0	0	0	0	0	0	0	0
OTU714	0	0	0	0	0	0	0	0
OTU715	0	0	0	0	0	0	0	0
OTU716	0	0	0	0	0	0	0	0
OTU717	0	0	0	0	0	0	0	0
OTU718	1	0	0	0	0	0	0	0
OTU719	0	0	0	0	0	0	0	0
OTU720	0	0	0	0	0	0	0	0
OTU721	0	0	0	0	0	0	0	0
OTU722	0	0	0	0	0	0	0	0
OTU723	0	0	0	0	0	0	0	0
OTU724	0	0	0	0	0	0	0	0
OTU725	0	0	0	0	0	0	0	0
OTU726	0	0	0	0	0	0	0	0
OTU727	0	0	0	0	0	0	0	0
OTU728	0	0	0	0	0	0	0	0
OTU729	0	0	0	0	0	0	0	0
OTU730	0	0	0	0	0	0	0	0
OTU731	0	0	0	0	0	0	0	0
OTU732	0	0	0	0	0	0	0	0
OTU733	0	0	0	0	0	0	0	0
OTU734	0	0	0	0	0	0	0	0
OTU735	0	0	0	0	0	0	0	0
OTU736	0	0	0	0	0	0	0	0
OTU737	0	0	0	0	0	0	0	0
OTU738	0	0	0	0	0	0	0	0
OTU739	0	0	0	0	0	0	0	0
OTU740	0	0	0	0	0	0	0	0
OTU741	0	0	0	0	0	0	0	0
OTU742	0	0	0	0	0	0	0	0
OTU743	1	0	1	0	0	0	0	0
OTU744	0	0	0	0	0	0	0	0
OTU745	0	0	0	0	0	0	0	0
OTU746	0	0	0	0	0	0	0	0
OTU747	0	0	0	0	0	0	0	0
OTU748	0	0	0	0	0	0	0	0
OTU749	0	0	0	0	0	0	0	0
OTU750	0	0	0	0	0	0	0	0
OTU751	0	0	0	0	0	0	0	0
OTU752	0	0	0	0	0	0	0	0
OTU753	0	0	0	0	0	0	0	0
OTU754	0	0	0	0	0	0	0	0
OTU755	0	0	0	0	0	0	0	0
OTU756	0	0	0	0	0	0	0	0
OTU757	0	0	0	0	0	0	0	0
OTU758	0	0	0	0	0	0	0	0
OTU759	0	0	0	0	0	0	0	0
OTU760	0	0	0	0	0	0	0	0
OTU761	0	0	0	0	0	0	0	0
OTU762	0	0	0	0	0	0	0	0
OTU763	0	0	0	0	0	0	0	0
OTU764	0	0	0	0	0	0	0	0
OTU765	0	0	0	0	0	0	0	0
OTU766	0	0	0	0	0	0	0	0
OTU767	0	0	0	0	0	0	0	0
OTU768	0	0	0	0	0	0	0	0
OTU769	0	0	0	0	0	0	0	0
OTU770	0	0	0	0	0	0	0	0
OTU771	0	0	0	0	0	0	0	0
OTU772	0	0	0	0	0	0	0	0
OTU773	0	0	0	0	0	0	0	0
OTU774	0	0	0	0	0	0	0	0
OTU775	0	0	0	0	0	0	0	0
OTU776	0	0	0	0	0	0	0	0
OTU777	0	0	0	0	0	0	0	0
OTU778	0	0	0	0	0	0	0	0
OTU779	0	0	0	0	0	0	0	0
OTU780	0	0	0	0	0	0	0	0
OTU781	0	0	0	0	0	0	0	0
OTU782	2	0	0	0	1	0	0	0
OTU783	0	0	0	0	0	0	0	0
OTU784	0	0	0	0	1	0	0	0
OTU785	0	0	0	0	0	0	0	0
OTU786	0	0	0	0	0	0	0	0
OTU787	0	0	0	0	0	0	0	0
OTU788	0	0	0	0	0	0	0	0
OTU789	0	0	0	0	0	0	0	0
OTU790	0	0	0	0	0	0	0	0
OTU791	0	0	0	0	0	0	0	0
OTU792	0	0	0	0	0	0	0	0
OTU793	0	0	0	0	0	0	0	0
OTU794	1	0	0	0	0	0	0	0
OTU795	0	0	0	0	0	0	0	0
OTU796	0	0	0	0	0	0	0	0
OTU797	0	0	0	0	0	0	0	0
OTU798	0	0	0	0	0	0	0	0
OTU799	0	0	0	0	0	0	0	0
OTU800	0	0	0	0	0	0	0	0
OTU801	0	0	0	0	0	0	0	0
OTU802	0	0	0	0	0	0	0	0
OTU803	0	0	0	0	0	0	0	0
OTU804	0	0	0	0	0	0	0	0
OTU805	0	0	0	0	0	0	0	1
OTU806	0	0	0	0	0	0	0	0
OTU807	0	0	0	0	0	0	0	0
OTU808	0	0	0	0	0	0	0	0
OTU809	0	0	0	0	0	0	0	0
OTU810	0	0	0	0	0	0	0	0
OTU811	0	0	0	0	0	0	0	0
OTU812	0	0	0	0	0	0	0	0
OTU813	0	0	0	0	0	0	0	0
OTU814	0	0	0	0	0	0	0	0
OTU815	0	0	0	0	0	0	0	0
OTU816	0	0	0	0	0	0	0	0
OTU817	0	0	0	0	0	0	0	0
OTU818	0	0	0	0	0	0	0	0
OTU819	0	0	0	0	0	0	0	0
OTU820	0	0	0	0	0	0	0	0
OTU821	0	0	0	0	0	0	0	0
OTU822	0	0	0	0	0	0	0	0
OTU823	0	0	0	0	0	0	0	0
OTU824	0	0	0	0	0	0	0	0
OTU825	0	0	0	0	0	0	0	0
OTU826	0	0	0	0	0	0	0	0
OTU827	0	0	0	0	0	0	0	0
OTU828	0	0	0	0	0	0	0	0
OTU829	0	0	0	0	0	0	0	0
OTU830	0	0	0	0	0	0	0	0
OTU831	0	0	0	0	0	0	0	2
OTU832	0	0	0	0	0	0	0	0
OTU833	1	1	2	1	2	3	1	2
OTU834	2	3	2	0	2	0	4	1
OTU835	1	0	0	0	0	0	0	0
OTU836	0	0	0	0	0	0	0	0
OTU837	0	0	0	0	0	0	0	0
OTU838	0	0	0	0	0	0	0	0
OTU839	0	0	0	0	0	0	0	0
OTU840	2	0	0	0	0	0	0	0
OTU841	0	0	0	0	0	0	0	0
OTU842	0	0	0	0	0	0	0	0
OTU843	0	0	0	0	0	0	0	0
OTU844	0	0	0	0	0	0	0	0
OTU845	0	0	0	0	0	0	0	0
OTU846	4	1	4	2	0	2	2	1
OTU847	0	0	0	0	0	0	0	0
OTU848	0	0	0	0	0	0	0	0
OTU849	0	0	0	0	0	0	0	0
OTU850	0	0	0	0	0	0	0	0
OTU851	0	0	0	0	0	0	0	0
OTU852	0	0	0	0	0	0	0	0
OTU853	0	0	0	0	0	0	0	0
OTU854	0	0	0	0	0	0	0	0
OTU855	0	0	0	0	0	0	0	0
OTU856	0	0	0	0	0	0	0	0
OTU857	0	0	0	0	0	0	0	0
OTU858	0	0	0	0	0	0	0	0
OTU859	0	0	0	0	0	0	0	0
OTU860	0	0	0	0	0	0	0	0
OTU861	0	0	0	0	0	0	0	0
OTU862	0	0	0	0	0	0	0	0
OTU863	0	0	0	0	0	0	0	0
OTU864	0	0	0	0	0	0	0	0
OTU865	0	0	0	0	0	0	0	0
OTU866	0	0	0	0	0	0	0	0
OTU867	0	0	0	0	0	0	0	0
OTU868	0	0	0	0	0	0	0	0
OTU869	0	0	0	0	0	0	0	0
OTU870	0	0	0	0	0	0	0	0
OTU871	0	0	0	0	0	0	0	0
OTU872	0	0	0	0	0	0	0	0
OTU873	0	0	0	0	0	0	0	0
OTU874	0	0	0	0	0	0	0	0
OTU875	1	0	0	0	1	0	0	0
OTU876	0	0	0	0	0	0	0	0
OTU877	0	0	0	0	0	0	0	0
OTU878	0	0	0	0	0	0	0	0
OTU879	0	0	0	0	0	0	0	0
OTU880	0	0	0	0	0	0	0	0
OTU881	0	0	0	0	0	0	0	0
OTU882	0	0	0	0	0	0	0	0
OTU883	0	0	0	0	0	0	0	0
OTU884	0	0	0	0	0	0	0	0
OTU885	0	0	0	0	0	0	0	0
OTU886	0	0	0	0	0	0	0	0
OTU887	0	0	0	0	0	0	0	0
OTU888	0	0	0	0	0	0	0	0
OTU889	0	0	0	0	0	0	0	0
OTU890	0	0	0	0	0	0	0	0
OTU891	0	0	0	0	0	0	0	0
OTU892	0	0	0	0	0	0	0	0
OTU893	0	0	0	0	0	0	0	0
OTU894	0	0	0	0	0	0	0	0
OTU895	0	0	0	0	0	0	0	0
OTU896	0	0	0	0	0	0	0	0
OTU897	0	0	0	0	0	0	0	0
OTU898	0	0	0	0	0	0	0	0
OTU899	0	0	0	0	0	0	0	0
OTU900	0	0	0	0	0	0	0	0
OTU901	0	0	0	0	0	0	0	0
OTU902	0	0	0	0	0	0	0	0
OTU903	0	0	0	0	0	0	0	0
OTU904	0	0	0	0	0	0	0	0
OTU905	0	0	0	0	0	0	0	0
OTU906	0	0	0	0	0	0	0	0
OTU907	0	0	0	0	0	0	0	0
OTU908	0	0	0	0	0	0	0	0
OTU909	0	0	0	0	0	0	0	0
OTU910	0	0	0	0	0	0	0	0
OTU911	0	0	0	0	0	0	0	0
OTU912	0	0	0	0	0	0	0	0
OTU913	0	0	0	0	0	0	0	0
OTU914	0	0	0	0	0	0	0	0
OTU915	0	0	0	0	0	0	0	0
OTU916	0	0	0	0	0	0	0	0
OTU917	1	0	0	0	0	0	0	0
OTU918	0	0	0	0	0	0	0	0
OTU919	0	0	0	0	0	0	0	0
OTU920	0	0	0	0	0	0	0	0
OTU921	0	0	0	0	0	0	0	0
OTU922	0	0	0	0	0	0	0	0
OTU923	0	0	0	0	0	0	0	0
OTU924	0	0	0	0	0	0	0	0
OTU925	0	0	0	0	0	0	0	0
OTU926	0	0	0	0	0	0	0	0
OTU927	0	0	0	0	0	0	0	0
OTU928	0	0	0	0	0	0	0	0
OTU929	0	0	0	0	0	0	0	0
OTU930	0	0	0	0	0	0	0	0
OTU931	0	0	0	0	0	0	0	0
OTU932	0	0	0	0	0	0	0	0
OTU933	0	0	0	0	0	0	0	0
OTU934	0	0	0	0	0	0	0	0
OTU935	0	0	0	0	0	0	0	0
OTU936	0	0	0	0	0	0	0	0
OTU937	0	0	0	0	0	0	0	0
OTU938	0	0	0	0	0	0	0	0
OTU939	0	0	0	0	0	0	0	0
OTU940	0	0	0	0	0	0	0	0
OTU941	0	0	0	0	0	0	0	0
OTU942	0	0	0	0	0	0	0	0
OTU943	0	0	0	0	0	0	0	0
OTU944	0	0	0	0	0	0	0	0
OTU945	2	0	2	2	2	0	0	0
OTU946	0	0	0	0	0	0	0	0
OTU947	0	0	0	0	0	0	0	0
OTU948	0	0	0	0	0	0	0	0
OTU949	6	2	1	2	4	2	1	2
OTU950	0	0	0	0	0	0	0	0
OTU951	0	0	0	0	0	0	0	0
OTU952	0	0	0	0	0	0	0	0
OTU953	0	0	0	0	0	0	0	0
OTU954	0	0	0	0	0	0	0	0
OTU955	0	0	0	0	0	0	0	0
OTU956	0	0	0	0	0	0	0	0
OTU957	0	0	0	0	0	0	0	0
OTU958	0	0	0	0	0	0	0	0
OTU959	0	0	0	0	0	0	0	0
OTU960	0	0	0	0	0	0	0	0
OTU961	0	0	0	0	0	0	0	0
OTU962	0	0	0	0	0	0	0	0
OTU963	0	0	0	0	0	0	0	0
OTU964	0	0	0	0	0	0	0	0
OTU965	0	0	0	0	0	0	0	0
OTU966	0	0	0	0	0	0	0	0
OTU967	0	0	0	0	0	0	0	0
OTU968	0	0	0	0	0	0	0	0
OTU969	0	0	0	0	0	0	0	0
OTU970	0	0	0	0	0	0	0	0
OTU971	0	0	0	0	0	0	0	0
OTU972	0	0	0	0	0	0	0	0
OTU973	0	0	0	0	0	0	0	0
OTU974	0	0	0	0	0	0	0	0
OTU975	0	0	0	0	0	0	0	0
OTU976	0	0	0	0	0	0	0	0
OTU977	0	0	0	0	0	0	0	0
OTU978	0	0	0	0	0	0	0	0
OTU979	0	0	0	0	0	0	0	0
OTU980	0	0	0	0	0	0	0	0
OTU981	0	0	0	0	0	0	0	0
OTU982	0	0	0	0	0	0	0	0
OTU983	0	0	0	0	0	0	0	0
OTU984	0	0	0	0	0	0	0	0
OTU985	0	0	0	0	0	0	0	0
OTU986	0	0	0	0	0	0	0	0
OTU987	2	0	0	0	0	0	0	0
OTU988	0	0	0	0	0	0	0	0
OTU989	0	0	0	0	0	0	0	0
OTU990	0	0	0	0	0	0	0	0
OTU991	0	0	0	0	0	0	0	0
OTU992	0	0	0	0	0	0	0	0
OTU993	0	0	0	0	0	0	0	0
OTU994	0	0	0	0	0	0	0	0
OTU995	0	0	0	0	0	0	0	0
OTU996	3	4	2	3	1	3	2	3
OTU997	3	4	2	1	3	3	1	5
OTU998	2	2	1	1	3	0	2	2
OTU999	0	0	0	0	0	0	0	0
ref_mOTU_v2_1000	0	0	0	0	0	0	0	0
ref_mOTU_v2_1001	0	0	0	0	0	0	0	0
ref_mOTU_v2_1002	0	0	0	0	0	0	0	0
ref_mOTU_v2_1003	0	0	0	0	0	0	0	0
ref_mOTU_v2_1004	0	0	0	0	0	0	0	0
ref_mOTU_v2_1005	0	0	0	0	0	0	0	0
ref_mOTU_v2_1006	0	0	0	0	0	0	0	0
ref_mOTU_v2_1007	0	0	0	0	0	0	0	0
ref_mOTU_v2_1008	0	0	0	0	0	0	0	0
ref_mOTU_v2_1009	0	0	0	0	0	0	0	0
ref_mOTU_v2_1010	3	5	8	3	2	2	3	2
ref_mOTU_v2_1011	0	0	0	0	0	0	0	0
ref_mOTU_v2_1012	0	0	0	0	0	0	0	0
ref_mOTU_v2_1013	0	0	0	0	0	0	0	0
ref_mOTU_v2_1014	0	0	0	0	0	0	0	0
ref_mOTU_v2_1015	0	0	0	0	0	0	0	0
ref_mOTU_v2_1016	0	0	0	0	0	0	0	0
ref_mOTU_v2_1017	0	0	0	0	0	0	0	0
ref_mOTU_v2_1018	0	0	0	0	0	0	0	0
ref_mOTU_v2_1019	0	0	0	0	0	0	0	0
ref_mOTU_v2_1020	0	0	0	0	0	0	0	0
ref_mOTU_v2_1021	0	0	0	0	0	0	0	0
ref_mOTU_v2_1022	0	0	0	0	0	0	0	0
ref_mOTU_v2_1023	0	0	0	0	0	0	0	0
ref_mOTU_v2_1024	0	1	0	0	0	2	0	4
ref_mOTU_v2_1025	3	4	3	2	3	3	4	2
ref_mOTU_v2_1026	2	3	1	0	1	2	1	0
ref_mOTU_v2_1027	1	0	0	0	0	0	0	0
ref_mOTU_v2_1028	0	0	0	0	0	0	0	0
ref_mOTU_v2_1029	0	0	0	0	0	0	0	0
ref_mOTU_v2_1030	0	0	0	0	0	1	0	0
ref_mOTU_v2_1031	0	0	0	0	0	0	0	0
ref_mOTU_v2_1032	0	0	0	0	0	0	0	0
ref_mOTU_v2_1033	0	0	0	0	0	0	0	0
ref_mOTU_v2_1034	0	0	0	0	0	0	0	0
ref_mOTU_v2_1035	0	0	0	0	0	0	0	0
ref_mOTU_v2_1036	0	0	0	0	0	0	0	0
ref_mOTU_v2_1037	0	0	0	0	0	0	0	0
ref_mOTU_v2_1038	0	0	0	0	0	0	0	0
ref_mOTU_v2_1039	0	0	0	0	0	0	0	0
ref_mOTU_v2_1040	0	0	0	0	0	0	0	0
ref_mOTU_v2_1041	0	0	0	0	0	0	0	0
ref_mOTU_v2_1042	0	0	0	0	0	0	0	0
ref_mOTU_v2_1043	0	0	0	0	0	0	0	0
ref_mOTU_v2_1044	0	0	0	0	0	0	0	0
ref_mOTU_v2_1045	0	0	0	0	0	0	0	0
ref_mOTU_v2_1046	0	0	0	0	0	0	0	0
ref_mOTU_v2_1047	0	0	0	0	0	0	0	0
ref_mOTU_v2_1048	0	0	0	0	0	0	0	0
ref_mOTU_v2_1049	0	0	0	0	0	0	0	0
ref_mOTU_v2_1050	0	0	0	0	0	0	0	0
ref_mOTU_v2_1051	3	2	5	4	4	4	3	2
ref_mOTU_v2_1052	0	0	0	0	0	0	0	0
ref_mOTU_v2_1053	0	0	0	0	0	0	0	0
ref_mOTU_v2_1054	0	0	0	0	0	0	0	0
ref_mOTU_v2_1055	0	0	0	0	0	0	0	0
ref_mOTU_v2_1056	0	0	0	0	0	0	0	0
ref_mOTU_v2_1057	0	0	0	0	0	0	0	0
ref_mOTU_v2_1058	1	0	0	0	0	0	0	0
ref_mOTU_v2_1059	0	0	0	0	0	0	0	0
ref_mOTU_v2_1060	0	0	0	0	0	0	0	0
ref_mOTU_v2_1061	0	0	0	0	0	0	0	0
ref_mOTU_v2_1062	0	0	0	0	0	0	0	0
ref_mOTU_v2_1063	0	0	0	0	0	0	0	0
ref_mOTU_v2_1064	0	0	0	0	0	0	0	0
ref_mOTU_v2_1065	0	0	0	0	0	0	0	0
ref_mOTU_v2_1066	0	0	0	0	0	0	0	0
ref_mOTU_v2_1067	0	0	0	0	0	0	0	0
ref_mOTU_v2_1068	0	0	0	0	0	0	0	0
ref_mOTU_v2_1069	0	0	0	0	0	0	0	0
ref_mOTU_v2_1070	2	1	2	0	0	0	0	0
ref_mOTU_v2_1071	2	0	0	1	0	0	2	0
ref_mOTU_v2_1072	0	0	0	0	0	0	0	0
ref_mOTU_v2_1073	0	0	0	0	0	0	0	0
ref_mOTU_v2_1074	0	0	0	0	0	0	0	0
ref_mOTU_v2_1075	0	0	0	0	0	0	0	0
ref_mOTU_v2_1076	0	0	0	0	0	0	0	0
ref_mOTU_v2_1077	0	0	0	0	0	0	0	0
ref_mOTU_v2_1078	0	0	0	0	0	0	0	0
ref_mOTU_v2_1079	0	0	0	0	0	0	0	0
ref_mOTU_v2_1080	0	0	0	0	0	0	0	0
ref_mOTU_v2_1081	0	0	0	0	0	0	0	0
ref_mOTU_v2_1082	0	0	0	0	0	0	0	0
ref_mOTU_v2_1083	0	0	0	0	0	0	0	0
ref_mOTU_v2_1084	0	0	0	0	0	0	0	0
ref_mOTU_v2_1085	0	0	0	0	0	0	0	0
ref_mOTU_v2_1086	0	0	0	0	0	0	0	0
ref_mOTU_v2_1087	1	0	0	0	0	0	1	0
ref_mOTU_v2_1088	0	0	0	0	0	0	0	0
ref_mOTU_v2_1089	0	0	0	0	0	0	0	0
ref_mOTU_v2_1090	0	1	0	1	1	0	0	0
ref_mOTU_v2_1091	0	0	0	0	0	0	0	0
ref_mOTU_v2_1092	0	0	0	0	0	0	0	0
ref_mOTU_v2_1093	0	0	0	0	0	0	0	0
ref_mOTU_v2_1094	0	0	0	0	0	0	0	0
ref_mOTU_v2_1095	0	0	0	0	0	0	0	0
ref_mOTU_v2_1096	0	0	0	0	0	0	0	0
ref_mOTU_v2_1097	0	0	0	0	0	0	0	0
ref_mOTU_v2_1098	0	0	0	0	0	0	0	0
ref_mOTU_v2_1099	0	0	0	0	0	0	0	0
ref_mOTU_v2_1100	0	0	0	0	0	0	0	0
ref_mOTU_v2_1101	0	0	0	0	0	0	0	0
ref_mOTU_v2_1102	0	0	0	0	0	0	0	0
ref_mOTU_v2_1103	0	0	0	0	0	0	0	0
ref_mOTU_v2_1104	0	1	0	0	0	0	0	0
ref_mOTU_v2_1105	0	0	0	0	0	0	0	0
ref_mOTU_v2_1106	0	0	0	0	0	0	0	0
ref_mOTU_v2_1107	0	0	0	0	0	0	0	0
ref_mOTU_v2_1108	0	0	0	0	0	0	0	0
ref_mOTU_v2_1109	0	0	0	0	0	0	0	0
ref_mOTU_v2_1110	0	2	0	0	0	0	0	0
ref_mOTU_v2_1111	0	0	0	0	0	0	0	0
ref_mOTU_v2_1112	0	0	0	0	0	0	0	0
ref_mOTU_v2_1113	0	0	0	0	0	0	0	0
ref_mOTU_v2_1114	0	0	0	0	0	0	0	0
ref_mOTU_v2_1115	0	0	0	0	0	0	0	0
ref_mOTU_v2_1116	0	0	0	2	0	0	0	0
ref_mOTU_v2_1117	0	0	0	0	0	0	0	0
ref_mOTU_v2_1118	0	0	0	0	0	0	0	0
ref_mOTU_v2_1119	0	0	0	0	0	0	0	0
ref_mOTU_v2_1120	0	0	0	0	0	0	0	0
ref_mOTU_v2_1121	0	0	0	0	0	0	0	0
ref_mOTU_v2_1122	0	0	0	0	0	0	0	0
ref_mOTU_v2_1123	0	0	0	0	0	0	0	0
ref_mOTU_v2_1124	0	0	0	0	0	0	0	0
ref_mOTU_v2_1125	0	0	0	0	0	0	0	0
ref_mOTU_v2_1126	0	0	0	0	0	0	0	0
ref_mOTU_v2_1127	0	0	0	0	0	0	0	0
ref_mOTU_v2_1128	0	0	0	0	0	0	0	0
ref_mOTU_v2_1129	0	0	0	0	0	0	0	0
ref_mOTU_v2_1130	0	0	0	0	0	0	0	0
ref_mOTU_v2_1131	0	0	0	0	0	0	0	0
ref_mOTU_v2_1132	0	0	0	0	0	0	0	0
ref_mOTU_v2_1133	0	0	0	0	0	0	0	0
ref_mOTU_v2_1134	0	0	0	0	0	0	0	0
ref_mOTU_v2_1135	0	0	0	0	0	0	0	0
ref_mOTU_v2_1136	0	0	0	0	0	0	0	0
ref_mOTU_v2_1137	0	0	0	0	0	0	0	0
ref_mOTU_v2_1138	0	0	0	0	0	0	0	0
ref_mOTU_v2_1139	0	0	0	0	0	0	0	0
ref_mOTU_v2_1140	0	0	0	0	0	0	0	0
ref_mOTU_v2_1141	0	0	0	0	0	0	0	0
ref_mOTU_v2_1142	0	0	0	0	0	0	0	0
ref_mOTU_v2_1143	0	0	0	0	0	0	0	0
ref_mOTU_v2_1144	0	0	0	0	0	0	1	1
ref_mOTU_v2_1145	0	0	0	0	0	0	0	0
ref_mOTU_v2_1146	0	0	0	0	0	0	0	0
ref_mOTU_v2_1147	3	2	3	1	2	2	2	2
ref_mOTU_v2_1148	0	0	0	0	0	0	0	0
ref_mOTU_v2_1149	0	0	0	0	0	0	0	0
ref_mOTU_v2_1150	0	0	0	0	0	0	0	0
ref_mOTU_v2_1151	0	0	0	0	0	0	0	0
ref_mOTU_v2_1152	0	0	0	0	0	0	0	0
ref_mOTU_v2_1153	0	0	0	0	0	0	0	0
ref_mOTU_v2_1154	0	0	0	0	0	0	0	0
ref_mOTU_v2_1155	0	0	0	0	0	0	0	0
ref_mOTU_v2_1156	0	0	0	0	0	0	0	0
ref_mOTU_v2_1157	0	0	0	0	0	0	0	0
ref_mOTU_v2_1158	0	0	0	0	0	0	0	0
ref_mOTU_v2_1159	0	0	0	0	0	0	0	0
ref_mOTU_v2_1160	0	0	0	0	0	0	0	0
ref_mOTU_v2_1161	0	0	0	0	0	0	0	0
ref_mOTU_v2_1162	0	0	0	0	0	0	0	0
ref_mOTU_v2_1163	0	0	0	0	0	0	0	0
ref_mOTU_v2_1164	0	0	0	0	0	0	0	0
ref_mOTU_v2_1165	0	0	0	0	0	0	0	0
ref_mOTU_v2_1166	0	0	0	0	0	0	0	0
ref_mOTU_v2_1167	0	0	0	0	0	0	0	0
ref_mOTU_v2_1168	0	0	0	0	0	0	0	0
ref_mOTU_v2_1169	0	0	0	0	0	0	0	0
ref_mOTU_v2_1170	0	0	0	0	0	0	0	0
ref_mOTU_v2_1171	0	0	0	0	0	0	0	0
ref_mOTU_v2_1172	0	0	0	0	0	0	0	0
ref_mOTU_v2_1173	0	0	0	0	0	0	0	0
ref_mOTU_v2_1174	0	0	0	0	0	0	0	0
ref_mOTU_v2_1175	0	0	0	0	0	0	0	0
ref_mOTU_v2_1176	0	0	0	0	0	0	0	0
ref_mOTU_v2_1177	0	0	0	0	0	0	0	0
ref_mOTU_v2_1178	0	0	0	0	0	0	0	0
ref_mOTU_v2_1179	0	0	0	0	0	0	0	0
ref_mOTU_v2_1180	0	0	0	0	0	0	0	0
ref_mOTU_v2_1181	0	0	0	0	0	0	0	0
ref_mOTU_v2_1182	0	0	0	0	0	0	0	0
ref_mOTU_v2_1183	0	0	0	0	0	0	0	0
ref_mOTU_v2_1184	0	0	0	0	0	0	0	0
ref_mOTU_v2_1185	0	0	0	0	0	0	0	0
ref_mOTU_v2_1186	0	0	0	0	0	0	0	0
ref_mOTU_v2_1187	0	0	0	0	0	0	0	0
ref_mOTU_v2_1188	0	0	0	0	0	0	0	0
ref_mOTU_v2_1189	0	0	0	0	0	0	0	0
ref_mOTU_v2_1190	0	0	0	0	0	0	0	0
ref_mOTU_v2_1191	0	0	0	0	0	0	0	0
ref_mOTU_v2_1192	0	0	0	0	0	0	0	0
ref_mOTU_v2_1193	0	0	0	0	0	0	0	0
ref_mOTU_v2_1194	0	0	0	0	0	0	0	0
ref_mOTU_v2_1195	0	0	0	0	0	2	0	1
ref_mOTU_v2_1196	0	0	0	0	0	0	0	0
ref_mOTU_v2_1197	4	4	0	0	0	0	0	0
ref_mOTU_v2_1198	0	0	0	0	0	0	0	0
ref_mOTU_v2_1199	0	0	0	0	0	0	0	0
ref_mOTU_v2_1200	0	0	0	0	0	0	0	0
ref_mOTU_v2_1201	0	0	0	0	0	0	0	0
ref_mOTU_v2_1202	0	0	0	0	0	0	0	0
ref_mOTU_v2_1203	0	0	0	0	0	0	0	0
ref_mOTU_v2_1204	0	0	0	0	0	0	0	0
ref_mOTU_v2_1205	0	0	0	0	0	0	0	0
ref_mOTU_v2_1206	0	0	0	0	0	0	0	0
ref_mOTU_v2_1207	0	0	0	0	0	0	0	0
ref_mOTU_v2_1208	0	0	0	0	0	0	0	0
ref_mOTU_v2_1209	2	0	1	0	0	0	0	0
ref_mOTU_v2_1210	0	0	0	0	0	0	0	0
ref_mOTU_v2_1211	0	0	0	0	0	0	0	0
ref_mOTU_v2_1212	0	0	0	0	0	0	0	0
ref_mOTU_v2_1213	0	0	0	0	0	0	0	0
ref_mOTU_v2_1214	0	0	0	0	0	0	0	0
ref_mOTU_v2_1215	0	0	0	0	0	1	0	1
ref_mOTU_v2_1216	0	0	0	1	0	0	0	0
ref_mOTU_v2_1217	0	0	0	0	0	0	0	0
ref_mOTU_v2_1218	1	0	0	0	0	0	0	0
ref_mOTU_v2_1219	1	0	0	0	0	0	0	0
ref_mOTU_v2_1220	0	0	0	0	0	0	0	0
ref_mOTU_v2_1221	2	0	0	0	0	0	1	0
ref_mOTU_v2_1222	1	0	0	0	0	0	0	0
ref_mOTU_v2_1223	0	0	0	0	0	0	0	0
ref_mOTU_v2_1224	1	0	0	0	0	0	0	0
ref_mOTU_v2_1225	0	0	0	0	0	0	0	0
ref_mOTU_v2_1226	0	0	0	0	1	0	0	2
ref_mOTU_v2_1227	2	1	0	1	2	1	0	1
ref_mOTU_v2_1228	0	0	0	0	0	0	0	0
